cell model:,,,,,,,,,,,,,,,,
cell id: ,,,,,,,,,,,,,,,,
test: ,,,,,,,,,,,,,,,,
checkpoint: ,,,,,,,,,,,,,,,,
Nominal capacity used to define the C rate:Ah,,,,,,,,,,,,,,,,
Nominal energy used to define the E rate: Wh,,,,,,,,,,,,,,,,
channel_index,cycle_index,step_index,date_time_iso_string,test_time_s,step_time_s,current_A,voltage_V,discharge_capacity_Ah,charge_capacity_Ah,discharge_energy_Wh,charge_energy_Wh,Pressure_Psi,temperature_1_C,temperature_2_C,temperature_3_C,step_name
101,1,1,04/30/2024 14:58:19,1500.020,1500.020,0.0000,2.9099,0,0,0,0,0,0,0,0,rest,
102,1,1,04/30/2024 14:58:34,1515.020,1515.020,0.0000,2.9098,0,0,0,0,0,0,0,0,rest,
103,1,1,04/30/2024 14:58:49,1530.020,1530.020,0.0000,2.9096,0,0,0,0,0,0,0,0,rest,
104,1,1,04/30/2024 14:59:04,1545.020,1545.020,0.0000,2.9095,0,0,0,0,0,0,0,0,rest,
105,1,1,04/30/2024 14:59:19,1560.020,1560.020,0.0000,2.9093,0,0,0,0,0,0,0,0,rest,
106,1,1,04/30/2024 14:59:34,1575.020,1575.020,0.0000,2.9091,0,0,0,0,0,0,0,0,rest,
107,1,1,04/30/2024 14:59:49,1590.020,1590.020,0.0000,2.9090,0,0,0,0,0,0,0,0,rest,
108,1,1,04/30/2024 15:00:04,1605.020,1605.020,0.0000,2.9088,0,0,0,0,0,0,0,0,rest,
109,1,1,04/30/2024 15:00:19,1620.020,1620.020,0.0000,2.9087,0,0,0,0,0,0,0,0,rest,
110,1,1,04/30/2024 15:00:34,1635.020,1635.020,0.0000,2.9085,0,0,0,0,0,0,0,0,rest,
111,1,1,04/30/2024 15:00:49,1650.020,1650.020,0.0000,2.9083,0,0,0,0,0,0,0,0,rest,
112,1,1,04/30/2024 15:01:04,1665.020,1665.020,0.0000,2.9082,0,0,0,0,0,0,0,0,rest,
113,1,1,04/30/2024 15:01:19,1680.020,1680.020,0.0000,2.9080,0,0,0,0,0,0,0,0,rest,
114,1,1,04/30/2024 15:01:34,1695.020,1695.020,0.0000,2.9078,0,0,0,0,0,0,0,0,rest,
115,1,1,04/30/2024 15:01:49,1710.020,1710.020,0.0000,2.9077,0,0,0,0,0,0,0,0,rest,
116,1,1,04/30/2024 15:02:04,1725.020,1725.020,0.0000,2.9075,0,0,0,0,0,0,0,0,rest,
117,1,1,04/30/2024 15:02:19,1740.020,1740.020,0.0000,2.9074,0,0,0,0,0,0,0,0,rest,
118,1,1,04/30/2024 15:02:34,1755.020,1755.020,0.0000,2.9072,0,0,0,0,0,0,0,0,rest,
119,1,1,04/30/2024 15:02:49,1770.020,1770.020,0.0000,2.9070,0,0,0,0,0,0,0,0,rest,
120,1,1,04/30/2024 15:03:04,1785.020,1785.020,0.0000,2.9069,0,0,0,0,0,0,0,0,rest,
121,1,1,04/30/2024 15:03:19,1800.020,1800.020,0.0000,2.9067,0,0,0,0,0,0,0,0,rest,
122,1,1,04/30/2024 15:03:34,1815.020,1815.020,0.0000,2.9065,0,0,0,0,0,0,0,0,rest,
123,1,1,04/30/2024 15:03:49,1830.020,1830.020,0.0000,2.9063,0,0,0,0,0,0,0,0,rest,
124,1,1,04/30/2024 15:04:04,1845.020,1845.020,0.0000,2.9062,0,0,0,0,0,0,0,0,rest,
125,1,1,04/30/2024 15:04:19,1860.020,1860.020,0.0000,2.9060,0,0,0,0,0,0,0,0,rest,
126,1,1,04/30/2024 15:04:34,1875.020,1875.020,0.0000,2.9058,0,0,0,0,0,0,0,0,rest,
127,1,1,04/30/2024 15:04:49,1890.020,1890.020,0.0000,2.9057,0,0,0,0,0,0,0,0,rest,
128,1,1,04/30/2024 15:05:04,1905.020,1905.020,0.0000,2.9055,0,0,0,0,0,0,0,0,rest,
129,1,1,04/30/2024 15:05:19,1920.020,1920.020,0.0000,2.9053,0,0,0,0,0,0,0,0,rest,
130,1,1,04/30/2024 15:05:34,1935.020,1935.020,0.0000,2.9052,0,0,0,0,0,0,0,0,rest,
131,1,1,04/30/2024 15:05:49,1950.020,1950.020,0.0000,2.9050,0,0,0,0,0,0,0,0,rest,
132,1,1,04/30/2024 15:06:04,1965.020,1965.020,0.0000,2.9048,0,0,0,0,0,0,0,0,rest,
133,1,1,04/30/2024 15:06:19,1980.020,1980.020,0.0000,2.9046,0,0,0,0,0,0,0,0,rest,
134,1,1,04/30/2024 15:06:34,1995.020,1995.020,0.0000,2.9045,0,0,0,0,0,0,0,0,rest,
135,1,1,04/30/2024 15:06:49,2010.020,2010.020,0.0000,2.9043,0,0,0,0,0,0,0,0,rest,
136,1,1,04/30/2024 15:07:04,2025.020,2025.020,0.0000,2.9041,0,0,0,0,0,0,0,0,rest,
137,1,1,04/30/2024 15:07:19,2040.020,2040.020,0.0000,2.9040,0,0,0,0,0,0,0,0,rest,
138,1,1,04/30/2024 15:07:34,2055.020,2055.020,0.0000,2.9038,0,0,0,0,0,0,0,0,rest,
139,1,1,04/30/2024 15:07:49,2070.020,2070.020,0.0000,2.9036,0,0,0,0,0,0,0,0,rest,
140,1,1,04/30/2024 15:08:04,2085.020,2085.020,0.0000,2.9034,0,0,0,0,0,0,0,0,rest,
141,1,1,04/30/2024 15:08:19,2100.020,2100.020,0.0000,2.9033,0,0,0,0,0,0,0,0,rest,
142,1,1,04/30/2024 15:08:34,2115.020,2115.020,0.0000,2.9031,0,0,0,0,0,0,0,0,rest,
143,1,1,04/30/2024 15:08:49,2130.020,2130.020,0.0000,2.9029,0,0,0,0,0,0,0,0,rest,
144,1,1,04/30/2024 15:09:04,2145.020,2145.020,0.0000,2.9027,0,0,0,0,0,0,0,0,rest,
145,1,1,04/30/2024 15:09:19,2160.020,2160.020,0.0000,2.9025,0,0,0,0,0,0,0,0,rest,
146,1,1,04/30/2024 15:09:34,2175.020,2175.020,0.0000,2.9024,0,0,0,0,0,0,0,0,rest,
147,1,1,04/30/2024 15:09:49,2190.020,2190.020,0.0000,2.9022,0,0,0,0,0,0,0,0,rest,
148,1,1,04/30/2024 15:10:04,2205.020,2205.020,0.0000,2.9020,0,0,0,0,0,0,0,0,rest,
149,1,1,04/30/2024 15:10:19,2220.020,2220.020,0.0000,2.9018,0,0,0,0,0,0,0,0,rest,
150,1,1,04/30/2024 15:10:34,2235.020,2235.020,0.0000,2.9016,0,0,0,0,0,0,0,0,rest,
151,1,1,04/30/2024 15:10:49,2250.020,2250.020,0.0000,2.9015,0,0,0,0,0,0,0,0,rest,
152,1,1,04/30/2024 15:11:04,2265.020,2265.020,0.0000,2.9013,0,0,0,0,0,0,0,0,rest,
153,1,1,04/30/2024 15:11:19,2280.020,2280.020,0.0000,2.9011,0,0,0,0,0,0,0,0,rest,
154,1,1,04/30/2024 15:11:34,2295.020,2295.020,0.0000,2.9009,0,0,0,0,0,0,0,0,rest,
155,1,1,04/30/2024 15:11:49,2310.020,2310.020,0.0000,2.9007,0,0,0,0,0,0,0,0,rest,
156,1,1,04/30/2024 15:12:04,2325.020,2325.020,0.0000,2.9005,0,0,0,0,0,0,0,0,rest,
157,1,1,04/30/2024 15:12:19,2340.020,2340.020,0.0000,2.9004,0,0,0,0,0,0,0,0,rest,
158,1,1,04/30/2024 15:12:34,2355.020,2355.020,0.0000,2.9002,0,0,0,0,0,0,0,0,rest,
159,1,1,04/30/2024 15:12:49,2370.020,2370.020,0.0000,2.9000,0,0,0,0,0,0,0,0,rest,
160,1,1,04/30/2024 15:13:04,2385.020,2385.020,0.0000,2.8998,0,0,0,0,0,0,0,0,rest,
161,1,1,04/30/2024 15:13:19,2400.020,2400.020,0.0000,2.8996,0,0,0,0,0,0,0,0,rest,
162,1,1,04/30/2024 15:13:34,2415.020,2415.020,0.0000,2.8994,0,0,0,0,0,0,0,0,rest,
163,1,1,04/30/2024 15:13:49,2430.020,2430.020,0.0000,2.8993,0,0,0,0,0,0,0,0,rest,
164,1,1,04/30/2024 15:14:04,2445.020,2445.020,0.0000,2.8991,0,0,0,0,0,0,0,0,rest,
165,1,1,04/30/2024 15:14:19,2460.020,2460.020,0.0000,2.8989,0,0,0,0,0,0,0,0,rest,
166,1,1,04/30/2024 15:14:34,2475.020,2475.020,0.0000,2.8987,0,0,0,0,0,0,0,0,rest,
167,1,1,04/30/2024 15:14:49,2490.020,2490.020,0.0000,2.8985,0,0,0,0,0,0,0,0,rest,
168,1,1,04/30/2024 15:15:04,2505.020,2505.020,0.0000,2.8983,0,0,0,0,0,0,0,0,rest,
169,1,1,04/30/2024 15:15:19,2520.020,2520.020,0.0000,2.8981,0,0,0,0,0,0,0,0,rest,
170,1,1,04/30/2024 15:15:34,2535.020,2535.020,0.0000,2.8979,0,0,0,0,0,0,0,0,rest,
171,1,1,04/30/2024 15:15:49,2550.020,2550.020,0.0000,2.8978,0,0,0,0,0,0,0,0,rest,
172,1,1,04/30/2024 15:16:04,2565.020,2565.020,0.0000,2.8976,0,0,0,0,0,0,0,0,rest,
173,1,1,04/30/2024 15:16:19,2580.020,2580.020,0.0000,2.8974,0,0,0,0,0,0,0,0,rest,
174,1,1,04/30/2024 15:16:34,2595.020,2595.020,0.0000,2.8972,0,0,0,0,0,0,0,0,rest,
175,1,1,04/30/2024 15:16:49,2610.020,2610.020,0.0000,2.8970,0,0,0,0,0,0,0,0,rest,
176,1,1,04/30/2024 15:17:04,2625.020,2625.020,0.0000,2.8968,0,0,0,0,0,0,0,0,rest,
177,1,1,04/30/2024 15:17:19,2640.020,2640.020,0.0000,2.8967,0,0,0,0,0,0,0,0,rest,
178,1,1,04/30/2024 15:17:34,2655.020,2655.020,0.0000,2.8965,0,0,0,0,0,0,0,0,rest,
179,1,1,04/30/2024 15:17:49,2670.020,2670.020,0.0000,2.8962,0,0,0,0,0,0,0,0,rest,
180,1,1,04/30/2024 15:18:04,2685.020,2685.020,0.0000,2.8960,0,0,0,0,0,0,0,0,rest,
181,1,1,04/30/2024 15:18:19,2700.020,2700.020,0.0000,2.8958,0,0,0,0,0,0,0,0,rest,
182,1,1,04/30/2024 15:18:34,2715.020,2715.020,0.0000,2.8957,0,0,0,0,0,0,0,0,rest,
183,1,1,04/30/2024 15:18:49,2730.020,2730.020,0.0000,2.8955,0,0,0,0,0,0,0,0,rest,
184,1,1,04/30/2024 15:19:04,2745.020,2745.020,0.0000,2.8953,0,0,0,0,0,0,0,0,rest,
185,1,1,04/30/2024 15:19:19,2760.020,2760.020,0.0000,2.8951,0,0,0,0,0,0,0,0,rest,
186,1,1,04/30/2024 15:19:34,2775.020,2775.020,0.0000,2.8949,0,0,0,0,0,0,0,0,rest,
187,1,1,04/30/2024 15:19:49,2790.020,2790.020,0.0000,2.8947,0,0,0,0,0,0,0,0,rest,
188,1,1,04/30/2024 15:20:04,2805.020,2805.020,0.0000,2.8945,0,0,0,0,0,0,0,0,rest,
189,1,1,04/30/2024 15:20:19,2820.020,2820.020,0.0000,2.8943,0,0,0,0,0,0,0,0,rest,
190,1,1,04/30/2024 15:20:34,2835.020,2835.020,0.0000,2.8941,0,0,0,0,0,0,0,0,rest,
191,1,1,04/30/2024 15:20:49,2850.020,2850.020,0.0000,2.8939,0,0,0,0,0,0,0,0,rest,
192,1,1,04/30/2024 15:21:04,2865.020,2865.020,0.0000,2.8937,0,0,0,0,0,0,0,0,rest,
193,1,1,04/30/2024 15:21:19,2880.020,2880.020,0.0000,2.8935,0,0,0,0,0,0,0,0,rest,
194,1,1,04/30/2024 15:21:34,2895.020,2895.020,0.0000,2.8933,0,0,0,0,0,0,0,0,rest,
195,1,1,04/30/2024 15:21:49,2910.020,2910.020,0.0000,2.8931,0,0,0,0,0,0,0,0,rest,
196,1,1,04/30/2024 15:22:04,2925.020,2925.020,0.0000,2.8930,0,0,0,0,0,0,0,0,rest,
197,1,1,04/30/2024 15:22:19,2940.020,2940.020,0.0000,2.8927,0,0,0,0,0,0,0,0,rest,
198,1,1,04/30/2024 15:22:34,2955.020,2955.020,0.0000,2.8926,0,0,0,0,0,0,0,0,rest,
199,1,1,04/30/2024 15:22:49,2970.020,2970.020,0.0000,2.8923,0,0,0,0,0,0,0,0,rest,
200,1,1,04/30/2024 15:23:04,2985.020,2985.020,0.0000,2.8922,0,0,0,0,0,0,0,0,rest,
201,1,1,04/30/2024 15:23:19,3000.020,3000.020,0.0000,2.8919,0,0,0,0,0,0,0,0,rest,
202,1,1,04/30/2024 15:23:34,3015.020,3015.020,0.0000,2.8917,0,0,0,0,0,0,0,0,rest,
203,1,1,04/30/2024 15:23:49,3030.020,3030.020,0.0000,2.8915,0,0,0,0,0,0,0,0,rest,
204,1,1,04/30/2024 15:24:04,3045.020,3045.020,0.0000,2.8913,0,0,0,0,0,0,0,0,rest,
205,1,1,04/30/2024 15:24:19,3060.020,3060.020,0.0000,2.8912,0,0,0,0,0,0,0,0,rest,
206,1,1,04/30/2024 15:24:34,3075.020,3075.020,0.0000,2.8910,0,0,0,0,0,0,0,0,rest,
207,1,1,04/30/2024 15:24:49,3090.020,3090.020,0.0000,2.8908,0,0,0,0,0,0,0,0,rest,
208,1,1,04/30/2024 15:25:04,3105.020,3105.020,0.0000,2.8906,0,0,0,0,0,0,0,0,rest,
209,1,1,04/30/2024 15:25:19,3120.020,3120.020,0.0000,2.8903,0,0,0,0,0,0,0,0,rest,
210,1,1,04/30/2024 15:25:34,3135.020,3135.020,0.0000,2.8902,0,0,0,0,0,0,0,0,rest,
211,1,1,04/30/2024 15:25:49,3150.020,3150.020,0.0000,2.8900,0,0,0,0,0,0,0,0,rest,
212,1,1,04/30/2024 15:26:04,3165.020,3165.020,0.0000,2.8897,0,0,0,0,0,0,0,0,rest,
213,1,1,04/30/2024 15:26:19,3180.020,3180.020,0.0000,2.8896,0,0,0,0,0,0,0,0,rest,
214,1,1,04/30/2024 15:26:34,3195.020,3195.020,0.0000,2.8893,0,0,0,0,0,0,0,0,rest,
215,1,1,04/30/2024 15:26:49,3210.020,3210.020,0.0000,2.8891,0,0,0,0,0,0,0,0,rest,
216,1,1,04/30/2024 15:27:04,3225.020,3225.020,0.0000,2.8889,0,0,0,0,0,0,0,0,rest,
217,1,1,04/30/2024 15:27:19,3240.020,3240.020,0.0000,2.8887,0,0,0,0,0,0,0,0,rest,
218,1,1,04/30/2024 15:27:34,3255.020,3255.020,0.0000,2.8885,0,0,0,0,0,0,0,0,rest,
219,1,1,04/30/2024 15:27:49,3270.020,3270.020,0.0000,2.8883,0,0,0,0,0,0,0,0,rest,
220,1,1,04/30/2024 15:28:04,3285.020,3285.020,0.0000,2.8881,0,0,0,0,0,0,0,0,rest,
221,1,1,04/30/2024 15:28:19,3300.020,3300.020,0.0000,2.8879,0,0,0,0,0,0,0,0,rest,
222,1,1,04/30/2024 15:28:34,3315.020,3315.020,0.0000,2.8877,0,0,0,0,0,0,0,0,rest,
223,1,1,04/30/2024 15:28:49,3330.020,3330.020,0.0000,2.8875,0,0,0,0,0,0,0,0,rest,
224,1,1,04/30/2024 15:29:04,3345.020,3345.020,0.0000,2.8873,0,0,0,0,0,0,0,0,rest,
225,1,1,04/30/2024 15:29:19,3360.020,3360.020,0.0000,2.8871,0,0,0,0,0,0,0,0,rest,
226,1,1,04/30/2024 15:29:34,3375.020,3375.020,0.0000,2.8869,0,0,0,0,0,0,0,0,rest,
227,1,1,04/30/2024 15:29:49,3390.020,3390.020,0.0000,2.8867,0,0,0,0,0,0,0,0,rest,
228,1,1,04/30/2024 15:30:04,3405.020,3405.020,0.0000,2.8865,0,0,0,0,0,0,0,0,rest,
229,1,1,04/30/2024 15:30:19,3420.020,3420.020,0.0000,2.8863,0,0,0,0,0,0,0,0,rest,
