test_time_second,voltage_volt,current_ampere,unix_time_second,cycle_count,step_id,step_time_second,step_charging_capacity_ah,step_discharging_capacity_ah,step_cumulative_capacity_ah,step_charging_energy_wh,step_discharging_energy_wh
850.0,3.8133,0.0,1729695937.0,1,1,850.0,0.0,0.0,0.0,0.0,0.0
860.0,3.8133,0.0,1729695947.0,1,1,860.0,0.0,0.0,0.0,0.0,0.0
870.0,3.8133,0.0,1729695957.0,1,1,870.0,0.0,0.0,0.0,0.0,0.0
880.0,3.8133,0.0,1729695967.0,1,1,880.0,0.0,0.0,0.0,0.0,0.0
890.0,3.8133,0.0,1729695977.0,1,1,890.0,0.0,0.0,0.0,0.0,0.0
900.0,3.8133,0.0,1729695987.0,1,1,900.0,0.0,0.0,0.0,0.0,0.0
910.0,3.8133,0.0,1729695997.0,1,1,910.0,0.0,0.0,0.0,0.0,0.0
920.0,3.8133,0.0,1729696007.0,1,1,920.0,0.0,0.0,0.0,0.0,0.0
930.0,3.8133,0.0,1729696017.0,1,1,930.0,0.0,0.0,0.0,0.0,0.0
940.0,3.8133,0.0,1729696027.0,1,1,940.0,0.0,0.0,0.0,0.0,0.0
950.0,3.8133,0.0,1729696037.0,1,1,950.0,0.0,0.0,0.0,0.0,0.0
960.0,3.8133,0.0,1729696047.0,1,1,960.0,0.0,0.0,0.0,0.0,0.0
970.0,3.8133,0.0,1729696057.0,1,1,970.0,0.0,0.0,0.0,0.0,0.0
980.0,3.8133,0.0,1729696067.0,1,1,980.0,0.0,0.0,0.0,0.0,0.0
990.0,3.8133,0.0,1729696077.0,1,1,990.0,0.0,0.0,0.0,0.0,0.0
1000.0,3.8133,0.0,1729696087.0,1,1,1000.0,0.0,0.0,0.0,0.0,0.0
1010.0,3.8133,0.0,1729696097.0,1,1,1010.0,0.0,0.0,0.0,0.0,0.0
1020.0,3.8133,0.0,1729696107.0,1,1,1020.0,0.0,0.0,0.0,0.0,0.0
1030.0,3.8133,0.0,1729696117.0,1,1,1030.0,0.0,0.0,0.0,0.0,0.0
1040.0,3.8133,0.0,1729696127.0,1,1,1040.0,0.0,0.0,0.0,0.0,0.0
1050.0,3.8133,0.0,1729696137.0,1,1,1050.0,0.0,0.0,0.0,0.0,0.0
1060.0,3.8133,0.0,1729696147.0,1,1,1060.0,0.0,0.0,0.0,0.0,0.0
1070.0,3.8133,0.0,1729696157.0,1,1,1070.0,0.0,0.0,0.0,0.0,0.0
1080.0,3.8133,0.0,1729696167.0,1,1,1080.0,0.0,0.0,0.0,0.0,0.0
1090.0,3.8133,0.0,1729696177.0,1,1,1090.0,0.0,0.0,0.0,0.0,0.0
1100.0,3.8133,0.0,1729696187.0,1,1,1100.0,0.0,0.0,0.0,0.0,0.0
1110.0,3.8133,0.0,1729696197.0,1,1,1110.0,0.0,0.0,0.0,0.0,0.0
1120.0,3.8133,0.0,1729696207.0,1,1,1120.0,0.0,0.0,0.0,0.0,0.0
1130.0,3.8133,0.0,1729696217.0,1,1,1130.0,0.0,0.0,0.0,0.0,0.0
1140.0,3.8133,0.0,1729696227.0,1,1,1140.0,0.0,0.0,0.0,0.0,0.0
1150.0,3.8133,0.0,1729696237.0,1,1,1150.0,0.0,0.0,0.0,0.0,0.0
1160.0,3.8133,0.0,1729696247.0,1,1,1160.0,0.0,0.0,0.0,0.0,0.0
1170.0,3.8133,0.0,1729696257.0,1,1,1170.0,0.0,0.0,0.0,0.0,0.0
1180.0,3.8133,0.0,1729696267.0,1,1,1180.0,0.0,0.0,0.0,0.0,0.0
1190.0,3.8133,0.0,1729696277.0,1,1,1190.0,0.0,0.0,0.0,0.0,0.0
1200.0,3.8133,0.0,1729696287.0,1,1,1200.0,0.0,0.0,0.0,0.0,0.0
1210.0,3.8133,0.0,1729696297.0,1,1,1210.0,0.0,0.0,0.0,0.0,0.0
1220.0,3.8133,0.0,1729696307.0,1,1,1220.0,0.0,0.0,0.0,0.0,0.0
1230.0,3.8133,0.0,1729696317.0,1,1,1230.0,0.0,0.0,0.0,0.0,0.0
1240.0,3.8133,0.0,1729696327.0,1,1,1240.0,0.0,0.0,0.0,0.0,0.0
1250.0,3.8133,0.0,1729696337.0,1,1,1250.0,0.0,0.0,0.0,0.0,0.0
1260.0,3.8133,0.0,1729696347.0,1,1,1260.0,0.0,0.0,0.0,0.0,0.0
1270.0,3.8133,0.0,1729696357.0,1,1,1270.0,0.0,0.0,0.0,0.0,0.0
1280.0,3.8133,0.0,1729696367.0,1,1,1280.0,0.0,0.0,0.0,0.0,0.0
1290.0,3.8133,0.0,1729696377.0,1,1,1290.0,0.0,0.0,0.0,0.0,0.0
1300.0,3.8133,0.0,1729696387.0,1,1,1300.0,0.0,0.0,0.0,0.0,0.0
1310.0,3.8133,0.0,1729696397.0,1,1,1310.0,0.0,0.0,0.0,0.0,0.0
1320.0,3.8133,0.0,1729696407.0,1,1,1320.0,0.0,0.0,0.0,0.0,0.0
1330.0,3.8133,0.0,1729696417.0,1,1,1330.0,0.0,0.0,0.0,0.0,0.0
1340.0,3.8133,0.0,1729696427.0,1,1,1340.0,0.0,0.0,0.0,0.0,0.0
1350.0,3.8133,0.0,1729696437.0,1,1,1350.0,0.0,0.0,0.0,0.0,0.0
1360.0,3.8133,0.0,1729696447.0,1,1,1360.0,0.0,0.0,0.0,0.0,0.0
1370.0,3.8133,0.0,1729696457.0,1,1,1370.0,0.0,0.0,0.0,0.0,0.0
1380.0,3.8133,0.0,1729696467.0,1,1,1380.0,0.0,0.0,0.0,0.0,0.0
1390.0,3.8133,0.0,1729696477.0,1,1,1390.0,0.0,0.0,0.0,0.0,0.0
1400.0,3.8133,0.0,1729696487.0,1,1,1400.0,0.0,0.0,0.0,0.0,0.0
1410.0,3.8133,0.0,1729696497.0,1,1,1410.0,0.0,0.0,0.0,0.0,0.0
1420.0,3.8133,0.0,1729696507.0,1,1,1420.0,0.0,0.0,0.0,0.0,0.0
1430.0,3.8133,0.0,1729696517.0,1,1,1430.0,0.0,0.0,0.0,0.0,0.0
1440.0,3.8133,0.0,1729696527.0,1,1,1440.0,0.0,0.0,0.0,0.0,0.0
1450.0,3.8133,0.0,1729696537.0,1,1,1450.0,0.0,0.0,0.0,0.0,0.0
1460.0,3.8133,0.0,1729696547.0,1,1,1460.0,0.0,0.0,0.0,0.0,0.0
1470.0,3.8133,0.0,1729696557.0,1,1,1470.0,0.0,0.0,0.0,0.0,0.0
1480.0,3.8133,0.0,1729696567.0,1,1,1480.0,0.0,0.0,0.0,0.0,0.0
1490.0,3.8133,0.0,1729696577.0,1,1,1490.0,0.0,0.0,0.0,0.0,0.0
1500.0,3.8133,0.0,1729696587.0,1,1,1500.0,0.0,0.0,0.0,0.0,0.0
1510.0,3.8133,0.0,1729696597.0,1,1,1510.0,0.0,0.0,0.0,0.0,0.0
1520.0,3.8133,0.0,1729696607.0,1,1,1520.0,0.0,0.0,0.0,0.0,0.0
1530.0,3.8133,0.0,1729696617.0,1,1,1530.0,0.0,0.0,0.0,0.0,0.0
1540.0,3.8133,0.0,1729696627.0,1,1,1540.0,0.0,0.0,0.0,0.0,0.0
1550.0,3.8133,0.0,1729696637.0,1,1,1550.0,0.0,0.0,0.0,0.0,0.0
1560.0,3.8133,0.0,1729696647.0,1,1,1560.0,0.0,0.0,0.0,0.0,0.0
1570.0,3.8133,0.0,1729696657.0,1,1,1570.0,0.0,0.0,0.0,0.0,0.0
1580.0,3.8133,0.0,1729696667.0,1,1,1580.0,0.0,0.0,0.0,0.0,0.0
1590.0,3.8132,0.0,1729696677.0,1,1,1590.0,0.0,0.0,0.0,0.0,0.0
1600.0,3.8133,0.0,1729696687.0,1,1,1600.0,0.0,0.0,0.0,0.0,0.0
1610.0,3.8133,0.0,1729696697.0,1,1,1610.0,0.0,0.0,0.0,0.0,0.0
1620.0,3.8133,0.0,1729696707.0,1,1,1620.0,0.0,0.0,0.0,0.0,0.0
1630.0,3.8133,0.0,1729696717.0,1,1,1630.0,0.0,0.0,0.0,0.0,0.0
1640.0,3.8133,0.0,1729696727.0,1,1,1640.0,0.0,0.0,0.0,0.0,0.0
1650.0,3.8133,0.0,1729696737.0,1,1,1650.0,0.0,0.0,0.0,0.0,0.0
1660.0,3.8133,0.0,1729696747.0,1,1,1660.0,0.0,0.0,0.0,0.0,0.0
1670.0,3.8133,0.0,1729696757.0,1,1,1670.0,0.0,0.0,0.0,0.0,0.0
1680.0,3.8133,0.0,1729696767.0,1,1,1680.0,0.0,0.0,0.0,0.0,0.0
1690.0,3.8133,0.0,1729696777.0,1,1,1690.0,0.0,0.0,0.0,0.0,0.0
1700.0,3.8133,0.0,1729696787.0,1,1,1700.0,0.0,0.0,0.0,0.0,0.0
1710.0,3.8133,0.0,1729696797.0,1,1,1710.0,0.0,0.0,0.0,0.0,0.0
1720.0,3.8133,0.0,1729696807.0,1,1,1720.0,0.0,0.0,0.0,0.0,0.0
1730.0,3.8133,0.0,1729696817.0,1,1,1730.0,0.0,0.0,0.0,0.0,0.0
1740.0,3.8133,0.0,1729696827.0,1,1,1740.0,0.0,0.0,0.0,0.0,0.0
1750.0,3.8133,0.0,1729696837.0,1,1,1750.0,0.0,0.0,0.0,0.0,0.0
1760.0,3.8133,0.0,1729696847.0,1,1,1760.0,0.0,0.0,0.0,0.0,0.0
1770.0,3.8133,0.0,1729696857.0,1,1,1770.0,0.0,0.0,0.0,0.0,0.0
1780.0,3.8133,0.0,1729696867.0,1,1,1780.0,0.0,0.0,0.0,0.0,0.0
1790.0,3.8133,0.0,1729696877.0,1,1,1790.0,0.0,0.0,0.0,0.0,0.0
1800.0,3.8133,0.0,1729696887.0,1,1,1800.0,0.0,0.0,0.0,0.0,0.0
1810.0,3.8133,0.0,1729696897.0,1,1,1810.0,0.0,0.0,0.0,0.0,0.0
1820.0,3.8133,0.0,1729696907.0,1,1,1820.0,0.0,0.0,0.0,0.0,0.0
1830.0,3.8133,0.0,1729696917.0,1,1,1830.0,0.0,0.0,0.0,0.0,0.0
1840.0,3.8133,0.0,1729696927.0,1,1,1840.0,0.0,0.0,0.0,0.0,0.0
1850.0,3.8133,0.0,1729696937.0,1,1,1850.0,0.0,0.0,0.0,0.0,0.0
1860.0,3.8133,0.0,1729696947.0,1,1,1860.0,0.0,0.0,0.0,0.0,0.0
1870.0,3.8133,0.0,1729696957.0,1,1,1870.0,0.0,0.0,0.0,0.0,0.0
1880.0,3.8133,0.0,1729696967.0,1,1,1880.0,0.0,0.0,0.0,0.0,0.0
1890.0,3.8133,0.0,1729696977.0,1,1,1890.0,0.0,0.0,0.0,0.0,0.0
1900.0,3.8133,0.0,1729696987.0,1,1,1900.0,0.0,0.0,0.0,0.0,0.0
1910.0,3.8133,0.0,1729696997.0,1,1,1910.0,0.0,0.0,0.0,0.0,0.0
1920.0,3.8133,0.0,1729697007.0,1,1,1920.0,0.0,0.0,0.0,0.0,0.0
1930.0,3.8133,0.0,1729697017.0,1,1,1930.0,0.0,0.0,0.0,0.0,0.0
1940.0,3.8133,0.0,1729697027.0,1,1,1940.0,0.0,0.0,0.0,0.0,0.0
1950.0,3.8133,0.0,1729697037.0,1,1,1950.0,0.0,0.0,0.0,0.0,0.0
1960.0,3.8133,0.0,1729697047.0,1,1,1960.0,0.0,0.0,0.0,0.0,0.0
1970.0,3.8133,0.0,1729697057.0,1,1,1970.0,0.0,0.0,0.0,0.0,0.0
1980.0,3.8133,0.0,1729697067.0,1,1,1980.0,0.0,0.0,0.0,0.0,0.0
1990.0,3.8133,0.0,1729697077.0,1,1,1990.0,0.0,0.0,0.0,0.0,0.0
2000.0,3.8133,0.0,1729697087.0,1,1,2000.0,0.0,0.0,0.0,0.0,0.0
2010.0,3.8133,0.0,1729697097.0,1,1,2010.0,0.0,0.0,0.0,0.0,0.0
2020.0,3.8133,0.0,1729697107.0,1,1,2020.0,0.0,0.0,0.0,0.0,0.0
2030.0,3.8133,0.0,1729697117.0,1,1,2030.0,0.0,0.0,0.0,0.0,0.0
2040.0,3.8133,0.0,1729697127.0,1,1,2040.0,0.0,0.0,0.0,0.0,0.0
2050.0,3.8133,0.0,1729697137.0,1,1,2050.0,0.0,0.0,0.0,0.0,0.0
2060.0,3.8133,0.0,1729697147.0,1,1,2060.0,0.0,0.0,0.0,0.0,0.0
2070.0,3.8133,0.0,1729697157.0,1,1,2070.0,0.0,0.0,0.0,0.0,0.0
2080.0,3.8133,0.0,1729697167.0,1,1,2080.0,0.0,0.0,0.0,0.0,0.0
2090.0,3.8133,0.0,1729697177.0,1,1,2090.0,0.0,0.0,0.0,0.0,0.0
2100.0,3.8133,0.0,1729697187.0,1,1,2100.0,0.0,0.0,0.0,0.0,0.0
2110.0,3.8133,0.0,1729697197.0,1,1,2110.0,0.0,0.0,0.0,0.0,0.0
2120.0,3.8133,0.0,1729697207.0,1,1,2120.0,0.0,0.0,0.0,0.0,0.0
2130.0,3.8133,0.0,1729697217.0,1,1,2130.0,0.0,0.0,0.0,0.0,0.0
2140.0,3.8133,0.0,1729697227.0,1,1,2140.0,0.0,0.0,0.0,0.0,0.0
2150.0,3.8133,0.0,1729697237.0,1,1,2150.0,0.0,0.0,0.0,0.0,0.0
2160.0,3.8133,0.0,1729697247.0,1,1,2160.0,0.0,0.0,0.0,0.0,0.0
2170.0,3.8133,0.0,1729697257.0,1,1,2170.0,0.0,0.0,0.0,0.0,0.0
2180.0,3.8133,0.0,1729697267.0,1,1,2180.0,0.0,0.0,0.0,0.0,0.0
2190.0,3.8133,0.0,1729697277.0,1,1,2190.0,0.0,0.0,0.0,0.0,0.0
2200.0,3.8133,0.0,1729697287.0,1,1,2200.0,0.0,0.0,0.0,0.0,0.0
2210.0,3.8133,0.0,1729697297.0,1,1,2210.0,0.0,0.0,0.0,0.0,0.0
2220.0,3.8133,0.0,1729697307.0,1,1,2220.0,0.0,0.0,0.0,0.0,0.0
2230.0,3.8133,0.0,1729697317.0,1,1,2230.0,0.0,0.0,0.0,0.0,0.0
2240.0,3.8133,0.0,1729697327.0,1,1,2240.0,0.0,0.0,0.0,0.0,0.0
2250.0,3.8133,0.0,1729697337.0,1,1,2250.0,0.0,0.0,0.0,0.0,0.0
2260.0,3.8133,0.0,1729697347.0,1,1,2260.0,0.0,0.0,0.0,0.0,0.0
2270.0,3.8133,0.0,1729697357.0,1,1,2270.0,0.0,0.0,0.0,0.0,0.0
2280.0,3.8133,0.0,1729697367.0,1,1,2280.0,0.0,0.0,0.0,0.0,0.0
2290.0,3.8133,0.0,1729697377.0,1,1,2290.0,0.0,0.0,0.0,0.0,0.0
2300.0,3.8133,0.0,1729697387.0,1,1,2300.0,0.0,0.0,0.0,0.0,0.0
2310.0,3.8133,0.0,1729697397.0,1,1,2310.0,0.0,0.0,0.0,0.0,0.0
2320.0,3.8133,0.0,1729697407.0,1,1,2320.0,0.0,0.0,0.0,0.0,0.0
2330.0,3.8133,0.0,1729697417.0,1,1,2330.0,0.0,0.0,0.0,0.0,0.0
2340.0,3.8133,0.0,1729697427.0,1,1,2340.0,0.0,0.0,0.0,0.0,0.0
2350.0,3.8133,0.0,1729697437.0,1,1,2350.0,0.0,0.0,0.0,0.0,0.0
2360.0,3.8133,0.0,1729697447.0,1,1,2360.0,0.0,0.0,0.0,0.0,0.0
2370.0,3.8133,0.0,1729697457.0,1,1,2370.0,0.0,0.0,0.0,0.0,0.0
2380.0,3.8133,0.0,1729697467.0,1,1,2380.0,0.0,0.0,0.0,0.0,0.0
2390.0,3.8133,0.0,1729697477.0,1,1,2390.0,0.0,0.0,0.0,0.0,0.0
2400.0,3.8133,0.0,1729697487.0,1,1,2400.0,0.0,0.0,0.0,0.0,0.0
2410.0,3.8133,0.0,1729697497.0,1,1,2410.0,0.0,0.0,0.0,0.0,0.0
2420.0,3.8133,0.0,1729697507.0,1,1,2420.0,0.0,0.0,0.0,0.0,0.0
2430.0,3.8133,0.0,1729697517.0,1,1,2430.0,0.0,0.0,0.0,0.0,0.0
2440.0,3.8133,0.0,1729697527.0,1,1,2440.0,0.0,0.0,0.0,0.0,0.0
2450.0,3.8133,0.0,1729697537.0,1,1,2450.0,0.0,0.0,0.0,0.0,0.0
2460.0,3.8133,0.0,1729697547.0,1,1,2460.0,0.0,0.0,0.0,0.0,0.0
2470.0,3.8133,0.0,1729697557.0,1,1,2470.0,0.0,0.0,0.0,0.0,0.0
2480.0,3.8133,0.0,1729697567.0,1,1,2480.0,0.0,0.0,0.0,0.0,0.0
2490.0,3.8133,0.0,1729697577.0,1,1,2490.0,0.0,0.0,0.0,0.0,0.0
2500.0,3.8133,0.0,1729697587.0,1,1,2500.0,0.0,0.0,0.0,0.0,0.0
2510.0,3.8133,0.0,1729697597.0,1,1,2510.0,0.0,0.0,0.0,0.0,0.0
2520.0,3.8133,0.0,1729697607.0,1,1,2520.0,0.0,0.0,0.0,0.0,0.0
2530.0,3.8133,0.0,1729697617.0,1,1,2530.0,0.0,0.0,0.0,0.0,0.0
2540.0,3.8133,0.0,1729697627.0,1,1,2540.0,0.0,0.0,0.0,0.0,0.0
2550.0,3.8133,0.0,1729697637.0,1,1,2550.0,0.0,0.0,0.0,0.0,0.0
2560.0,3.8133,0.0,1729697647.0,1,1,2560.0,0.0,0.0,0.0,0.0,0.0
2570.0,3.8132,0.0,1729697657.0,1,1,2570.0,0.0,0.0,0.0,0.0,0.0
2580.0,3.8133,0.0,1729697667.0,1,1,2580.0,0.0,0.0,0.0,0.0,0.0
2590.0,3.8133,0.0,1729697677.0,1,1,2590.0,0.0,0.0,0.0,0.0,0.0
2600.0,3.8133,0.0,1729697687.0,1,1,2600.0,0.0,0.0,0.0,0.0,0.0
2610.0,3.8133,0.0,1729697697.0,1,1,2610.0,0.0,0.0,0.0,0.0,0.0
2620.0,3.8133,0.0,1729697707.0,1,1,2620.0,0.0,0.0,0.0,0.0,0.0
2630.0,3.8133,0.0,1729697717.0,1,1,2630.0,0.0,0.0,0.0,0.0,0.0
2640.0,3.8133,0.0,1729697727.0,1,1,2640.0,0.0,0.0,0.0,0.0,0.0
2650.0,3.8133,0.0,1729697737.0,1,1,2650.0,0.0,0.0,0.0,0.0,0.0
2660.0,3.8133,0.0,1729697747.0,1,1,2660.0,0.0,0.0,0.0,0.0,0.0
2670.0,3.8133,0.0,1729697757.0,1,1,2670.0,0.0,0.0,0.0,0.0,0.0
2680.0,3.8133,0.0,1729697767.0,1,1,2680.0,0.0,0.0,0.0,0.0,0.0
2690.0,3.8133,0.0,1729697777.0,1,1,2690.0,0.0,0.0,0.0,0.0,0.0
2700.0,3.8133,0.0,1729697787.0,1,1,2700.0,0.0,0.0,0.0,0.0,0.0
2710.0,3.8133,0.0,1729697797.0,1,1,2710.0,0.0,0.0,0.0,0.0,0.0
2720.0,3.8132,0.0,1729697807.0,1,1,2720.0,0.0,0.0,0.0,0.0,0.0
2730.0,3.8133,0.0,1729697817.0,1,1,2730.0,0.0,0.0,0.0,0.0,0.0
2740.0,3.8133,0.0,1729697827.0,1,1,2740.0,0.0,0.0,0.0,0.0,0.0
2750.0,3.8133,0.0,1729697837.0,1,1,2750.0,0.0,0.0,0.0,0.0,0.0
2760.0,3.8133,0.0,1729697847.0,1,1,2760.0,0.0,0.0,0.0,0.0,0.0
2770.0,3.8133,0.0,1729697857.0,1,1,2770.0,0.0,0.0,0.0,0.0,0.0
