test_time_second,voltage_volt,current_ampere,unix_time_second,cycle_count,step_id,step_type,record_index,step_time_second,step_charging_capacity_ah,step_discharging_capacity_ah,step_charging_energy_wh,step_discharging_energy_wh,temperature_t1_celsius,temperature_t2_celsius,temperature_t3_celsius
780.02,2.9167,0.0,1714488379.0,1,1,rest,53,780.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795.02,2.9166,0.0,1714488394.0,1,1,rest,54,795.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810.02,2.9164,0.0,1714488409.0,1,1,rest,55,810.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825.02,2.9163,0.0,1714488424.0,1,1,rest,56,825.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840.02,2.9162,0.0,1714488439.0,1,1,rest,57,840.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855.02,2.9161,0.0,1714488454.0,1,1,rest,58,855.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870.02,2.9159,0.0,1714488469.0,1,1,rest,59,870.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885.02,2.9158,0.0,1714488484.0,1,1,rest,60,885.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900.02,2.9157,0.0,1714488499.0,1,1,rest,61,900.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915.02,2.9156,0.0,1714488514.0,1,1,rest,62,915.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930.02,2.9154,0.0,1714488529.0,1,1,rest,63,930.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945.02,2.9153,0.0,1714488544.0,1,1,rest,64,945.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960.02,2.9152,0.0,1714488559.0,1,1,rest,65,960.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975.02,2.915,0.0,1714488574.0,1,1,rest,66,975.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990.02,2.9149,0.0,1714488589.0,1,1,rest,67,990.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005.02,2.9148,0.0,1714488604.0,1,1,rest,68,1005.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020.02,2.9146,0.0,1714488619.0,1,1,rest,69,1020.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035.02,2.9145,0.0,1714488634.0,1,1,rest,70,1035.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1050.02,2.9144,0.0,1714488649.0,1,1,rest,71,1050.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065.02,2.9142,0.0,1714488664.0,1,1,rest,72,1065.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080.02,2.9141,0.0,1714488679.0,1,1,rest,73,1080.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095.02,2.9139,0.0,1714488694.0,1,1,rest,74,1095.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110.02,2.9138,0.0,1714488709.0,1,1,rest,75,1110.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125.02,2.9137,0.0,1714488724.0,1,1,rest,76,1125.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140.02,2.9135,0.0,1714488739.0,1,1,rest,77,1140.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155.02,2.9134,0.0,1714488754.0,1,1,rest,78,1155.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170.02,2.9132,0.0,1714488769.0,1,1,rest,79,1170.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185.02,2.9131,0.0,1714488784.0,1,1,rest,80,1185.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200.02,2.9129,0.0,1714488799.0,1,1,rest,81,1200.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1215.02,2.9128,0.0,1714488814.0,1,1,rest,82,1215.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1230.02,2.9127,0.0,1714488829.0,1,1,rest,83,1230.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245.02,2.9125,0.0,1714488844.0,1,1,rest,84,1245.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1260.02,2.9124,0.0,1714488859.0,1,1,rest,85,1260.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1275.02,2.9122,0.0,1714488874.0,1,1,rest,86,1275.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1290.02,2.9121,0.0,1714488889.0,1,1,rest,87,1290.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1305.02,2.9119,0.0,1714488904.0,1,1,rest,88,1305.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320.02,2.9118,0.0,1714488919.0,1,1,rest,89,1320.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1335.02,2.9116,0.0,1714488934.0,1,1,rest,90,1335.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350.02,2.9115,0.0,1714488949.0,1,1,rest,91,1350.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1365.02,2.9113,0.0,1714488964.0,1,1,rest,92,1365.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380.02,2.9112,0.0,1714488979.0,1,1,rest,93,1380.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1395.02,2.911,0.0,1714488994.0,1,1,rest,94,1395.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1410.02,2.9109,0.0,1714489009.0,1,1,rest,95,1410.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1425.02,2.9107,0.0,1714489024.0,1,1,rest,96,1425.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440.02,2.9106,0.0,1714489039.0,1,1,rest,97,1440.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455.02,2.9104,0.0,1714489054.0,1,1,rest,98,1455.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1470.02,2.9102,0.0,1714489069.0,1,1,rest,99,1470.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1485.02,2.9101,0.0,1714489084.0,1,1,rest,100,1485.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500.02,2.9099,0.0,1714489099.0,1,1,rest,101,1500.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1515.02,2.9098,0.0,1714489114.0,1,1,rest,102,1515.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1530.02,2.9096,0.0,1714489129.0,1,1,rest,103,1530.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1545.02,2.9095,0.0,1714489144.0,1,1,rest,104,1545.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1560.02,2.9093,0.0,1714489159.0,1,1,rest,105,1560.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1575.02,2.9091,0.0,1714489174.0,1,1,rest,106,1575.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590.02,2.909,0.0,1714489189.0,1,1,rest,107,1590.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1605.02,2.9088,0.0,1714489204.0,1,1,rest,108,1605.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1620.02,2.9087,0.0,1714489219.0,1,1,rest,109,1620.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1635.02,2.9085,0.0,1714489234.0,1,1,rest,110,1635.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1650.02,2.9083,0.0,1714489249.0,1,1,rest,111,1650.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1665.02,2.9082,0.0,1714489264.0,1,1,rest,112,1665.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680.02,2.908,0.0,1714489279.0,1,1,rest,113,1680.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1695.02,2.9078,0.0,1714489294.0,1,1,rest,114,1695.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710.02,2.9077,0.0,1714489309.0,1,1,rest,115,1710.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1725.02,2.9075,0.0,1714489324.0,1,1,rest,116,1725.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740.02,2.9074,0.0,1714489339.0,1,1,rest,117,1740.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1755.02,2.9072,0.0,1714489354.0,1,1,rest,118,1755.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770.02,2.907,0.0,1714489369.0,1,1,rest,119,1770.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785.02,2.9069,0.0,1714489384.0,1,1,rest,120,1785.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800.02,2.9067,0.0,1714489399.0,1,1,rest,121,1800.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1815.02,2.9065,0.0,1714489414.0,1,1,rest,122,1815.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1830.02,2.9063,0.0,1714489429.0,1,1,rest,123,1830.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1845.02,2.9062,0.0,1714489444.0,1,1,rest,124,1845.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1860.02,2.906,0.0,1714489459.0,1,1,rest,125,1860.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1875.02,2.9058,0.0,1714489474.0,1,1,rest,126,1875.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890.02,2.9057,0.0,1714489489.0,1,1,rest,127,1890.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1905.02,2.9055,0.0,1714489504.0,1,1,rest,128,1905.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920.02,2.9053,0.0,1714489519.0,1,1,rest,129,1920.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1935.02,2.9052,0.0,1714489534.0,1,1,rest,130,1935.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950.02,2.905,0.0,1714489549.0,1,1,rest,131,1950.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1965.02,2.9048,0.0,1714489564.0,1,1,rest,132,1965.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980.02,2.9046,0.0,1714489579.0,1,1,rest,133,1980.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995.02,2.9045,0.0,1714489594.0,1,1,rest,134,1995.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010.02,2.9043,0.0,1714489609.0,1,1,rest,135,2010.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025.02,2.9041,0.0,1714489624.0,1,1,rest,136,2025.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040.02,2.904,0.0,1714489639.0,1,1,rest,137,2040.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2055.02,2.9038,0.0,1714489654.0,1,1,rest,138,2055.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2070.02,2.9036,0.0,1714489669.0,1,1,rest,139,2070.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2085.02,2.9034,0.0,1714489684.0,1,1,rest,140,2085.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100.02,2.9033,0.0,1714489699.0,1,1,rest,141,2100.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2115.02,2.9031,0.0,1714489714.0,1,1,rest,142,2115.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2130.02,2.9029,0.0,1714489729.0,1,1,rest,143,2130.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2145.02,2.9027,0.0,1714489744.0,1,1,rest,144,2145.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160.02,2.9025,0.0,1714489759.0,1,1,rest,145,2160.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2175.02,2.9024,0.0,1714489774.0,1,1,rest,146,2175.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190.02,2.9022,0.0,1714489789.0,1,1,rest,147,2190.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2205.02,2.902,0.0,1714489804.0,1,1,rest,148,2205.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2220.02,2.9018,0.0,1714489819.0,1,1,rest,149,2220.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2235.02,2.9016,0.0,1714489834.0,1,1,rest,150,2235.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2250.02,2.9015,0.0,1714489849.0,1,1,rest,151,2250.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2265.02,2.9013,0.0,1714489864.0,1,1,rest,152,2265.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2280.02,2.9011,0.0,1714489879.0,1,1,rest,153,2280.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295.02,2.9009,0.0,1714489894.0,1,1,rest,154,2295.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310.02,2.9007,0.0,1714489909.0,1,1,rest,155,2310.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2325.02,2.9005,0.0,1714489924.0,1,1,rest,156,2325.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2340.02,2.9004,0.0,1714489939.0,1,1,rest,157,2340.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2355.02,2.9002,0.0,1714489954.0,1,1,rest,158,2355.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2370.02,2.9,0.0,1714489969.0,1,1,rest,159,2370.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2385.02,2.8998,0.0,1714489984.0,1,1,rest,160,2385.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400.02,2.8996,0.0,1714489999.0,1,1,rest,161,2400.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2415.02,2.8994,0.0,1714490014.0,1,1,rest,162,2415.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2430.02,2.8993,0.0,1714490029.0,1,1,rest,163,2430.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2445.02,2.8991,0.0,1714490044.0,1,1,rest,164,2445.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2460.02,2.8989,0.0,1714490059.0,1,1,rest,165,2460.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2475.02,2.8987,0.0,1714490074.0,1,1,rest,166,2475.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2490.02,2.8985,0.0,1714490089.0,1,1,rest,167,2490.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2505.02,2.8983,0.0,1714490104.0,1,1,rest,168,2505.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2520.02,2.8981,0.0,1714490119.0,1,1,rest,169,2520.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2535.02,2.8979,0.0,1714490134.0,1,1,rest,170,2535.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2550.02,2.8978,0.0,1714490149.0,1,1,rest,171,2550.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2565.02,2.8976,0.0,1714490164.0,1,1,rest,172,2565.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2580.02,2.8974,0.0,1714490179.0,1,1,rest,173,2580.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2595.02,2.8972,0.0,1714490194.0,1,1,rest,174,2595.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2610.02,2.897,0.0,1714490209.0,1,1,rest,175,2610.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2625.02,2.8968,0.0,1714490224.0,1,1,rest,176,2625.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2640.02,2.8967,0.0,1714490239.0,1,1,rest,177,2640.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2655.02,2.8965,0.0,1714490254.0,1,1,rest,178,2655.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2670.02,2.8962,0.0,1714490269.0,1,1,rest,179,2670.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2685.02,2.896,0.0,1714490284.0,1,1,rest,180,2685.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2700.02,2.8958,0.0,1714490299.0,1,1,rest,181,2700.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2715.02,2.8957,0.0,1714490314.0,1,1,rest,182,2715.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2730.02,2.8955,0.0,1714490329.0,1,1,rest,183,2730.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2745.02,2.8953,0.0,1714490344.0,1,1,rest,184,2745.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2760.02,2.8951,0.0,1714490359.0,1,1,rest,185,2760.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2775.02,2.8949,0.0,1714490374.0,1,1,rest,186,2775.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2790.02,2.8947,0.0,1714490389.0,1,1,rest,187,2790.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2805.02,2.8945,0.0,1714490404.0,1,1,rest,188,2805.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2820.02,2.8943,0.0,1714490419.0,1,1,rest,189,2820.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2835.02,2.8941,0.0,1714490434.0,1,1,rest,190,2835.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2850.02,2.8939,0.0,1714490449.0,1,1,rest,191,2850.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2865.02,2.8937,0.0,1714490464.0,1,1,rest,192,2865.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2880.02,2.8935,0.0,1714490479.0,1,1,rest,193,2880.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2895.02,2.8933,0.0,1714490494.0,1,1,rest,194,2895.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2910.02,2.8931,0.0,1714490509.0,1,1,rest,195,2910.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2925.02,2.893,0.0,1714490524.0,1,1,rest,196,2925.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2940.02,2.8927,0.0,1714490539.0,1,1,rest,197,2940.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2955.02,2.8926,0.0,1714490554.0,1,1,rest,198,2955.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2970.02,2.8923,0.0,1714490569.0,1,1,rest,199,2970.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2985.02,2.8922,0.0,1714490584.0,1,1,rest,200,2985.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000.02,2.8919,0.0,1714490599.0,1,1,rest,201,3000.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3015.02,2.8917,0.0,1714490614.0,1,1,rest,202,3015.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3030.02,2.8915,0.0,1714490629.0,1,1,rest,203,3030.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3045.02,2.8913,0.0,1714490644.0,1,1,rest,204,3045.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3060.02,2.8912,0.0,1714490659.0,1,1,rest,205,3060.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3075.02,2.891,0.0,1714490674.0,1,1,rest,206,3075.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3090.02,2.8908,0.0,1714490689.0,1,1,rest,207,3090.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3105.02,2.8906,0.0,1714490704.0,1,1,rest,208,3105.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3120.02,2.8903,0.0,1714490719.0,1,1,rest,209,3120.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3135.02,2.8902,0.0,1714490734.0,1,1,rest,210,3135.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3150.02,2.89,0.0,1714490749.0,1,1,rest,211,3150.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3165.02,2.8897,0.0,1714490764.0,1,1,rest,212,3165.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3180.02,2.8896,0.0,1714490779.0,1,1,rest,213,3180.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3195.02,2.8893,0.0,1714490794.0,1,1,rest,214,3195.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3210.02,2.8891,0.0,1714490809.0,1,1,rest,215,3210.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3225.02,2.8889,0.0,1714490824.0,1,1,rest,216,3225.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3240.02,2.8887,0.0,1714490839.0,1,1,rest,217,3240.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3255.02,2.8885,0.0,1714490854.0,1,1,rest,218,3255.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3270.02,2.8883,0.0,1714490869.0,1,1,rest,219,3270.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3285.02,2.8881,0.0,1714490884.0,1,1,rest,220,3285.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
