test_time_second,voltage_volt,current_ampere,unix_time_second,cycle_count,step_id,record_index,step_time_second,power_watt,dc_internal_resistance_ohm,ac_internal_resistance_ohm,temperature_t1_celsius
23.0002,2.604787,0.0,1696954176.661,1,1,23,23.0002,0.0,,,26.2113
24.0002,2.604833,0.0,1696954177.661,1,1,24,24.0002,0.0,,,26.32923
25.0004,2.604926,0.0,1696954178.662,1,1,25,25.0004,0.0,,,26.16172
26.0001,2.604968,0.0,1696954179.661,1,1,26,26.0001,0.0,,,26.27854
27.0001,2.604943,0.0,1696954180.661,1,1,27,27.0001,0.0,,,26.42043
28.0001,2.604986,0.0,1696954181.661,1,1,28,28.0001,0.0,,,26.2019
29.0,2.605019,0.0,1696954182.661,1,1,29,29.0,0.0,,,26.33635
30.0001,2.605002,0.0,1696954183.661,1,1,30,30.0001,0.0,,,26.16797
31.0004,2.605127,0.0,1696954184.662,1,1,31,31.0004,0.0,,,26.28144
32.0001,2.605073,0.0,1696954185.661,1,1,32,32.0001,0.0,,,26.34748
33.0001,2.60509,0.0,1696954186.661,1,1,33,33.0001,0.0,,,26.20334
34.0006,2.605143,0.0,1696954187.662,1,1,34,34.0006,0.0,,,26.39994
35.0003,2.605125,0.0,1696954188.661,1,1,35,35.0003,0.0,,,26.1349
36.0003,2.605201,0.0,1696954189.661,1,1,36,36.0003,0.0,,,26.20275
37.0005,2.605202,0.0,1696954190.662,1,1,37,37.0005,0.0,,,26.33467
38.0002,2.605252,0.0,1696954191.661,1,1,38,38.0002,0.0,,,26.18197
39.0003,2.605335,0.0,1696954192.661,1,1,39,39.0003,0.0,,,26.33611
40.0001,2.605295,0.0,1696954193.661,1,1,40,40.0001,0.0,,,26.19936
41.0003,2.605306,0.0,1696954194.661,1,1,41,41.0003,0.0,,,26.2224
42.0002,2.605335,0.0,1696954195.661,1,1,42,42.0002,0.0,,,26.31188
43.0004,2.605379,0.0,1696954196.662,1,1,43,43.0004,0.0,,,26.17544
44.0001,2.605394,0.0,1696954197.661,1,1,44,44.0001,0.0,,,26.25491
45.0001,2.605471,0.0,1696954198.661,1,1,45,45.0001,0.0,,,26.19391
46.0003,2.605418,0.0,1696954199.661,1,1,46,46.0003,0.0,,,26.22157
47.0,2.605458,0.0,1696954200.661,1,1,47,47.0,0.0,,,26.38424
48.0,2.605475,0.0,1696954201.661,1,1,48,48.0,0.0,,,26.20222
49.0004,2.605526,0.0,1696954202.662,1,1,49,49.0004,0.0,,,26.28709
50.0003,2.605558,0.0,1696954203.661,1,1,50,50.0003,0.0,,,26.19877
51.0003,2.605569,0.0,1696954204.661,1,1,51,51.0003,0.0,,,26.18197
52.0003,2.605553,0.0,1696954205.661,1,1,52,52.0003,0.0,,,26.27481
53.0003,2.605646,0.0,1696954206.661,1,1,53,53.0003,0.0,,,26.18427
54.0005,2.605627,0.0,1696954207.662,1,1,54,54.0005,0.0,,,26.21699
55.0001,2.605649,0.0,1696954208.661,1,1,55,55.0001,0.0,,,26.22642
56.0001,2.605687,0.0,1696954209.661,1,1,56,56.0001,0.0,,,26.19765
57.0005,2.605725,0.0,1696954210.662,1,1,57,57.0005,0.0,,,26.32186
58.0001,2.605721,0.0,1696954211.661,1,1,58,58.0001,0.0,,,26.18596
59.0004,2.605761,0.0,1696954212.662,1,1,59,59.0004,0.0,,,26.27802
60.0,2.605769,0.0,1696954213.661,1,1,60,60.0,0.0,,,26.34382
61.0005,2.60579,0.0,1696954214.662,1,1,61,61.0005,0.0,,,26.15348
62.0004,2.605851,0.0,1696954215.662,1,1,62,62.0004,0.0,,,26.25948
63.0004,2.605834,0.0,1696954216.662,1,1,63,63.0004,0.0,,,26.16825
64.0003,2.605848,0.0,1696954217.661,1,1,64,64.0003,0.0,,,26.15917
65.0003,2.605861,0.0,1696954218.661,1,1,65,65.0003,0.0,,,26.25829
66.0006,2.605885,0.0,1696954219.662,1,1,66,66.0006,0.0,,,26.15917
67.0005,2.605922,0.0,1696954220.662,1,1,67,67.0005,0.0,,,26.21902
68.0006,2.605976,0.0,1696954221.662,1,1,68,68.0006,0.0,,,26.23413
69.0005,2.605968,0.0,1696954222.662,1,1,69,69.0005,0.0,,,26.17314
70.0005,2.605995,0.0,1696954223.662,1,1,70,70.0005,0.0,,,26.325
71.0002,2.606034,0.0,1696954224.661,1,1,71,71.0002,0.0,,,26.20477
72.0005,2.606044,0.0,1696954225.662,1,1,72,72.0005,0.0,,,26.17799
73.0004,2.60603,0.0,1696954226.662,1,1,73,73.0004,0.0,,,26.27201
74.0004,2.606061,0.0,1696954227.662,1,1,74,74.0004,0.0,,,26.14866
75.0004,2.606128,0.0,1696954228.662,1,1,75,75.0004,0.0,,,26.28821
76.0,2.606162,0.0,1696954229.661,1,1,76,76.0,0.0,,,26.20215
77.0006,2.606133,0.0,1696954230.662,1,1,77,77.0006,0.0,,,26.10871
78.0003,2.606142,0.0,1696954231.661,1,1,78,78.0003,0.0,,,26.2828
79.0003,2.606223,0.0,1696954232.661,1,1,79,79.0003,0.0,,,26.19224
80.0003,2.606186,0.0,1696954233.661,1,1,80,80.0003,0.0,,,26.32727
81.0003,2.606191,0.0,1696954234.661,1,1,81,81.0003,0.0,,,26.26828
82.0003,2.606231,0.0,1696954235.661,1,1,82,82.0003,0.0,,,26.12439
83.0002,2.606225,0.0,1696954236.661,1,1,83,83.0002,0.0,,,26.34493
84.0003,2.606229,0.0,1696954237.661,1,1,84,84.0003,0.0,,,26.23895
85.0005,2.606283,0.0,1696954238.662,1,1,85,85.0005,0.0,,,26.24293
86.0003,2.606296,0.0,1696954239.661,1,1,86,86.0003,0.0,,,26.33924
87.0002,2.606325,0.0,1696954240.661,1,1,87,87.0002,0.0,,,26.16001
88.0001,2.606387,0.0,1696954241.661,1,1,88,88.0001,0.0,,,26.30161
89.0001,2.60634,0.0,1696954242.661,1,1,89,89.0001,0.0,,,26.26828
90.0,2.606427,0.0,1696954243.661,1,1,90,90.0,0.0,,,26.20589
91.0005,2.606434,0.0,1696954244.662,1,1,91,91.0005,0.0,,,26.33324
92.0004,2.606383,0.0,1696954245.662,1,1,92,92.0004,0.0,,,26.22471
93.0,2.606489,0.0,1696954246.661,1,1,93,93.0,0.0,,,26.26032
94.0,2.606478,0.0,1696954247.661,1,1,94,94.0,0.0,,,26.28364
95.0003,2.606522,0.0,1696954248.661,1,1,95,95.0003,0.0,,,26.14719
96.0003,2.606542,0.0,1696954249.661,1,1,96,96.0003,0.0,,,26.35555
97.0002,2.606548,0.0,1696954250.661,1,1,97,97.0002,0.0,,,26.33924
98.0002,2.606554,0.0,1696954251.661,1,1,98,98.0002,0.0,,,26.18993
99.0005,2.606561,0.0,1696954252.662,1,1,99,99.0005,0.0,,,26.33237
100.0001,2.606552,0.0,1696954253.661,1,1,100,100.0001,0.0,,,26.20851
101.0001,2.606613,0.0,1696954254.661,1,1,101,101.0001,0.0,,,26.2002
102.0001,2.606593,0.0,1696954255.661,1,1,102,102.0001,0.0,,,26.32524
103.0001,2.606652,0.0,1696954256.661,1,1,103,103.0001,0.0,,,26.17715
104.0001,2.606646,0.0,1696954257.661,1,1,104,104.0001,0.0,,,26.24038
105.0006,2.606735,0.0,1696954258.662,1,1,105,105.0006,0.0,,,26.21528
106.0003,2.606668,0.0,1696954259.661,1,1,106,106.0003,0.0,,,26.16347
107.0,2.606702,0.0,1696954260.661,1,1,107,107.0,0.0,,,26.29568
108.0,2.606698,0.0,1696954261.661,1,1,108,108.0,0.0,,,26.2025
109.0002,2.606746,0.0,1696954262.661,1,1,109,109.0002,0.0,,,26.1355
110.0006,2.606781,0.0,1696954263.662,1,1,110,110.0006,0.0,,,26.31704
111.0003,2.606815,0.0,1696954264.661,1,1,111,111.0003,0.0,,,26.15373
112.0002,2.606836,0.0,1696954265.661,1,1,112,112.0002,0.0,,,26.14747
113.0002,2.606834,0.0,1696954266.661,1,1,113,113.0002,0.0,,,26.31788
114.0005,2.606883,0.0,1696954267.662,1,1,114,114.0005,0.0,,,26.15034
115.0003,2.606848,0.0,1696954268.661,1,1,115,115.0003,0.0,,,26.33611
116.0003,2.606868,0.0,1696954269.661,1,1,116,116.0003,0.0,,,26.26744
117.0001,2.606896,0.0,1696954270.661,1,1,117,117.0001,0.0,,,26.15746
118.0001,2.60692,0.0,1696954271.661,1,1,118,118.0001,0.0,,,26.36459
119.0002,2.606867,0.0,1696954272.661,1,1,119,119.0002,0.0,,,26.14492
120.0001,2.606902,0.0,1696954273.661,1,1,120,120.0001,0.0,,,26.26684
121.0004,2.60695,0.0,1696954274.662,1,1,121,121.0004,0.0,,,26.26828
122.0001,2.606971,0.0,1696954275.661,1,1,122,122.0001,0.0,,,26.1891
123.0,2.607004,0.0,1696954276.661,1,1,123,123.0,0.0,,,26.31729
124.0,2.607004,0.0,1696954277.661,1,1,124,124.0,0.0,,,26.23665
125.0003,2.607058,0.0,1696954278.661,1,1,125,125.0003,0.0,,,26.26007
126.0003,2.607049,0.0,1696954279.661,1,1,126,126.0003,0.0,,,26.32043
127.0005,2.607082,0.0,1696954280.662,1,1,127,127.0005,0.0,,,26.17254
128.0002,2.607089,0.0,1696954281.661,1,1,128,128.0002,0.0,,,26.30448
129.0002,2.607103,0.0,1696954282.661,1,1,129,129.0002,0.0,,,26.24946
130.0005,2.607063,0.0,1696954283.662,1,1,130,130.0005,0.0,,,26.21022
131.0005,2.607128,0.0,1696954284.662,1,1,131,131.0005,0.0,,,26.30161
132.0004,2.607126,0.0,1696954285.662,1,1,132,132.0004,0.0,,,26.21842
133.0003,2.60716,0.0,1696954286.661,1,1,133,133.0003,0.0,,,26.18934
134.0004,2.607184,0.0,1696954287.662,1,1,134,134.0004,0.0,,,26.29135
135.0004,2.607222,0.0,1696954288.662,1,1,135,135.0004,0.0,,,26.107
136.0004,2.607139,0.0,1696954289.662,1,1,136,136.0004,0.0,,,26.25972
137.0003,2.60725,0.0,1696954290.661,1,1,137,137.0003,0.0,,,26.25972
138.0003,2.607247,0.0,1696954291.661,1,1,138,138.0003,0.0,,,26.14262
139.0002,2.607253,0.0,1696954292.661,1,1,139,139.0002,0.0,,,26.29362
140.0003,2.607189,0.0,1696954293.661,1,1,140,140.0003,0.0,,,26.13127
141.0002,2.607291,0.0,1696954294.661,1,1,141,141.0002,0.0,,,26.29146
142.0003,2.607286,0.0,1696954295.661,1,1,142,142.0003,0.0,,,26.26855
143.0003,2.607246,0.0,1696954296.661,1,1,143,143.0003,0.0,,,26.1298
144.0002,2.60734,0.0,1696954297.661,1,1,144,144.0002,0.0,,,26.27997
145.0002,2.60734,0.0,1696954298.661,1,1,145,145.0002,0.0,,,26.19597
146.0002,2.607382,0.0,1696954299.661,1,1,146,146.0002,0.0,,,26.18679
147.0005,2.607406,0.0,1696954300.662,1,1,147,147.0005,0.0,,,26.31645
148.0001,2.607395,0.0,1696954301.661,1,1,148,148.0001,0.0,,,26.10473
149.0,2.607386,0.0,1696954302.661,1,1,149,149.0,0.0,,,26.22013
150.0001,2.607433,0.0,1696954303.661,1,1,150,150.0001,0.0,,,26.25065
151.0004,2.607456,0.0,1696954304.662,1,1,151,151.0004,0.0,,,26.0976
152.0,2.607467,0.0,1696954305.661,1,1,152,152.0,0.0,,,26.26828
153.0,2.607471,0.0,1696954306.661,1,1,153,153.0,0.0,,,26.19908
154.0003,2.607477,0.0,1696954307.661,1,1,154,154.0003,0.0,,,26.18197
155.0006,2.607483,0.0,1696954308.662,1,1,155,155.0006,0.0,,,26.22725
156.0006,2.607532,0.0,1696954309.662,1,1,156,156.0006,0.0,,,26.16119
157.0005,2.607521,0.0,1696954310.662,1,1,157,157.0005,0.0,,,26.27285
158.0,2.60759,0.0,1696954311.661,1,1,158,158.0,0.0,,,26.12408
159.0005,2.607588,0.0,1696954312.662,1,1,159,159.0005,0.0,,,26.12582
160.0005,2.607616,0.0,1696954313.662,1,1,160,160.0005,0.0,,,26.22097
161.0001,2.607612,0.0,1696954314.661,1,1,161,161.0001,0.0,,,26.10616
162.0001,2.607582,0.0,1696954315.661,1,1,162,162.0001,0.0,,,26.21301
163.0004,2.607605,0.0,1696954316.662,1,1,163,163.0004,0.0,,,26.16713
164.0004,2.607633,0.0,1696954317.662,1,1,164,164.0004,0.0,,,26.11269
165.0002,2.607675,0.0,1696954318.661,1,1,165,165.0002,0.0,,,26.22495
166.0002,2.607645,0.0,1696954319.661,1,1,166,166.0002,0.0,,,26.14719
167.0,2.607648,0.0,1696954320.661,1,1,167,167.0,0.0,,,26.16738
168.0,2.607671,0.0,1696954321.661,1,1,168,168.0,0.0,,,26.13661
169.0,2.607725,0.0,1696954322.661,1,1,169,169.0,0.0,,,26.08504
170.0,2.607732,0.0,1696954323.661,1,1,170,170.0,0.0,,,26.30846
171.0003,2.607732,0.0,1696954324.661,1,1,171,171.0003,0.0,,,26.05766
172.0002,2.607745,0.0,1696954325.661,1,1,172,172.0002,0.0,,,26.16713
173.0002,2.607739,0.0,1696954326.661,1,1,173,173.0002,0.0,,,26.17052
174.0002,2.607769,0.0,1696954327.661,1,1,174,174.0002,0.0,,,26.12753
175.0005,2.60782,0.0,1696954328.662,1,1,175,175.0005,0.0,,,26.23776
176.0005,2.607805,0.0,1696954329.662,1,1,176,176.0005,0.0,,,26.14719
177.0005,2.607778,0.0,1696954330.662,1,1,177,177.0005,0.0,,,26.11269
178.0,2.607893,0.0,1696954331.661,1,1,178,178.0,0.0,,,26.2019
179.0,2.607883,0.0,1696954332.661,1,1,179,179.0,0.0,,,26.09418
180.0001,2.607873,0.0,1696954333.661,1,1,180,180.0001,0.0,,,26.22436
181.0,2.607911,0.0,1696954334.661,1,1,181,181.0,0.0,,,26.11098
182.0,2.607872,0.0,1696954335.661,1,1,182,182.0,0.0,,,26.13008
183.0,2.607884,0.0,1696954336.661,1,1,183,183.0,0.0,,,26.21158
184.0006,2.607944,0.0,1696954337.662,1,1,184,184.0006,0.0,,,26.09988
185.0006,2.607988,0.0,1696954338.662,1,1,185,185.0006,0.0,,,26.26541
186.0,2.607907,0.0,1696954339.661,1,1,186,186.0,0.0,,,26.0893
187.0005,2.607948,0.0,1696954340.662,1,1,187,187.0005,0.0,,,26.12582
188.0005,2.607949,0.0,1696954341.662,1,1,188,188.0005,0.0,,,26.25033
189.0005,2.607969,0.0,1696954342.662,1,1,189,189.0005,0.0,,,26.08734
190.0003,2.608008,0.0,1696954343.661,1,1,190,190.0003,0.0,,,26.26855
191.0002,2.608016,0.0,1696954344.661,1,1,191,191.0002,0.0,,,26.14433
192.0005,2.607958,0.0,1696954345.662,1,1,192,192.0005,0.0,,,26.10473
193.0001,2.608029,0.0,1696954346.661,1,1,193,193.0001,0.0,,,26.21954
194.0001,2.607985,0.0,1696954347.661,1,1,194,194.0001,0.0,,,26.0865
195.0004,2.608086,0.0,1696954348.662,1,1,195,195.0004,0.0,,,26.28992
196.0003,2.608079,0.0,1696954349.661,1,1,196,196.0003,0.0,,,26.18536
197.0,2.608093,0.0,1696954350.661,1,1,197,197.0,0.0,,,26.13236
198.0,2.608125,0.0,1696954351.661,1,1,198,198.0,0.0,,,26.25686
199.0003,2.60814,0.0,1696954352.661,1,1,199,199.0003,0.0,,,26.11499
200.0005,2.608136,0.0,1696954353.662,1,1,200,200.0005,0.0,,,26.26625
201.0005,2.608198,0.0,1696954354.662,1,1,201,201.0005,0.0,,,26.23438
202.0002,2.608112,0.0,1696954355.661,1,1,202,202.0002,0.0,,,26.1076
203.0002,2.608176,0.0,1696954356.661,1,1,203,203.0002,0.0,,,26.29848
204.0002,2.608156,0.0,1696954357.661,1,1,204,204.0002,0.0,,,26.14035
205.0002,2.608218,0.0,1696954358.661,1,1,205,205.0002,0.0,,,26.20784
206.0004,2.608184,0.0,1696954359.662,1,1,206,206.0004,0.0,,,26.22785
207.0001,2.608169,0.0,1696954360.661,1,1,207,207.0001,0.0,,,26.05368
208.0002,2.608219,0.0,1696954361.661,1,1,208,208.0002,0.0,,,26.26684
209.0,2.608239,0.0,1696954362.661,1,1,209,209.0,0.0,,,26.13805
210.0003,2.608338,0.0,1696954363.661,1,1,210,210.0003,0.0,,,26.26684
211.0006,2.608258,0.0,1696954364.662,1,1,211,211.0006,0.0,,,26.24778
212.0,2.608301,0.0,1696954365.661,1,1,212,212.0,0.0,,,26.14464
213.0007,2.608322,0.0,1696954366.662,1,1,213,213.0007,0.0,,,26.28821
214.0002,2.608278,0.0,1696954367.661,1,1,214,214.0002,0.0,,,26.19391
215.0005,2.608319,0.0,1696954368.662,1,1,215,215.0005,0.0,,,26.06995
216.0006,2.608338,0.0,1696954369.662,1,1,216,216.0006,0.0,,,26.23776
217.0005,2.608331,0.0,1696954370.662,1,1,217,217.0005,0.0,,,26.08021
218.0005,2.60838,0.0,1696954371.662,1,1,218,218.0005,0.0,,,26.29194
219.0005,2.608372,0.0,1696954372.662,1,1,219,219.0005,0.0,,,26.1885
220.0005,2.608406,0.0,1696954373.662,1,1,220,220.0005,0.0,,,26.06824
221.0004,2.608357,0.0,1696954374.662,1,1,221,221.0004,0.0,,,26.23064
222.0004,2.608432,0.0,1696954375.662,1,1,222,222.0004,0.0,,,26.10871
223.0002,2.608418,0.0,1696954376.661,1,1,223,223.0002,0.0,,,26.2666
224.0004,2.608384,0.0,1696954377.662,1,1,224,224.0004,0.0,,,26.23354
225.0004,2.608406,0.0,1696954378.662,1,1,225,225.0004,0.0,,,26.14464
226.0,2.608487,0.0,1696954379.661,1,1,226,226.0,0.0,,,26.24946
227.0,2.608491,0.0,1696954380.661,1,1,227,227.0,0.0,,,26.16085
228.0,2.608478,0.0,1696954381.661,1,1,228,228.0,0.0,,,26.23123
229.0003,2.608492,0.0,1696954382.661,1,1,229,229.0003,0.0,,,26.266
230.0003,2.608467,0.0,1696954383.661,1,1,230,230.0003,0.0,,,26.14178
231.0003,2.608523,0.0,1696954384.661,1,1,231,231.0003,0.0,,,26.27882
232.0002,2.608479,0.0,1696954385.661,1,1,232,232.0002,0.0,,,26.15229
233.0005,2.608512,0.0,1696954386.662,1,1,233,233.0005,0.0,,,26.20589
234.0002,2.608524,0.0,1696954387.661,1,1,234,234.0002,0.0,,,26.24691
235.0001,2.608576,0.0,1696954388.661,1,1,235,235.0001,0.0,,,26.16518
236.0004,2.608576,0.0,1696954389.662,1,1,236,236.0004,0.0,,,26.27456
237.0001,2.608587,0.0,1696954390.661,1,1,237,237.0001,0.0,,,26.18707
238.0004,2.608552,0.0,1696954391.662,1,1,238,238.0004,0.0,,,26.20359
239.0001,2.608634,0.0,1696954392.661,1,1,239,239.0001,0.0,,,26.29362
240.0004,2.608617,0.0,1696954393.662,1,1,240,240.0004,0.0,,,26.13864
241.0001,2.608618,0.0,1696954394.661,1,1,241,241.0001,0.0,,,26.28109
242.0003,2.608605,0.0,1696954395.661,1,1,242,242.0003,0.0,,,26.26744
243.0,2.608657,0.0,1696954396.661,1,1,243,243.0,0.0,,,26.1597
244.0004,2.608645,0.0,1696954397.662,1,1,244,244.0004,0.0,,,26.29362
245.0005,2.608709,0.0,1696954398.662,1,1,245,245.0005,0.0,,,26.14576
246.0,2.608641,0.0,1696954399.661,1,1,246,246.0,0.0,,,26.27938
247.0002,2.608711,0.0,1696954400.661,1,1,247,247.0002,0.0,,,26.25236
248.0005,2.60874,0.0,1696954401.662,1,1,248,248.0005,0.0,,,26.10184
249.0002,2.608739,0.0,1696954402.661,1,1,249,249.0002,0.0,,,26.26541
250.0002,2.608712,0.0,1696954403.661,1,1,250,250.0002,0.0,,,26.18054
251.0004,2.608737,0.0,1696954404.662,1,1,251,251.0004,0.0,,,26.26514
252.0005,2.608727,0.0,1696954405.662,1,1,252,252.0005,0.0,,,26.27312
253.0004,2.608758,0.0,1696954406.662,1,1,253,253.0004,0.0,,,26.1121
254.0004,2.608797,0.0,1696954407.662,1,1,254,254.0004,0.0,,,26.24031
255.0001,2.608808,0.0,1696954408.661,1,1,255,255.0001,0.0,,,26.11752
256.0004,2.608776,0.0,1696954409.662,1,1,256,256.0004,0.0,,,26.26203
257.0,2.608751,0.0,1696954410.661,1,1,257,257.0,0.0,,,26.26974
258.0003,2.608849,0.0,1696954411.661,1,1,258,258.0003,0.0,,,26.14203
259.0,2.608879,0.0,1696954412.661,1,1,259,259.0,0.0,,,26.30619
260.0,2.608876,0.0,1696954413.661,1,1,260,260.0,0.0,,,26.14915
261.0001,2.608829,0.0,1696954414.661,1,1,261,261.0001,0.0,,,26.22642
262.0003,2.608841,0.0,1696954415.661,1,1,262,262.0003,0.0,,,26.1913
263.0004,2.608887,0.0,1696954416.662,1,1,263,263.0004,0.0,,,26.15746
264.0001,2.608857,0.0,1696954417.661,1,1,264,264.0001,0.0,,,26.23717
265.0001,2.608871,0.0,1696954418.661,1,1,265,265.0001,0.0,,,26.12464
266.0002,2.608902,0.0,1696954419.661,1,1,266,266.0002,0.0,,,26.16536
267.0004,2.608923,0.0,1696954420.662,1,1,267,267.0004,0.0,,,26.21811
268.0001,2.60888,0.0,1696954421.661,1,1,268,268.0001,0.0,,,26.09558
269.0001,2.608927,0.0,1696954422.661,1,1,269,269.0001,0.0,,,26.24031
270.0004,2.60896,0.0,1696954423.662,1,1,270,270.0004,0.0,,,26.12747
271.0004,2.608973,0.0,1696954424.662,1,1,271,271.0004,0.0,,,26.18333
272.0,2.608957,0.0,1696954425.661,1,1,272,272.0,0.0,,,26.19217
273.0004,2.609005,0.0,1696954426.662,1,1,273,273.0004,0.0,,,26.0608
274.0,2.608991,0.0,1696954427.661,1,1,274,274.0,0.0,,,26.20667
275.0003,2.608961,0.0,1696954428.661,1,1,275,275.0003,0.0,,,26.17307
276.0005,2.60901,0.0,1696954429.662,1,1,276,276.0005,0.0,,,26.14884
277.0005,2.609084,0.0,1696954430.662,1,1,277,277.0005,0.0,,,26.23064
278.0005,2.609068,0.0,1696954431.662,1,1,278,278.0005,0.0,,,26.11329
279.0002,2.609058,0.0,1696954432.661,1,1,279,279.0002,0.0,,,26.21413
280.0005,2.609004,0.0,1696954433.662,1,1,280,280.0005,0.0,,,26.1155
281.0001,2.609075,0.0,1696954434.661,1,1,281,281.0001,0.0,,,26.17052
282.0001,2.609087,0.0,1696954435.661,1,1,282,282.0001,0.0,,,26.17336
283.0001,2.609071,0.0,1696954436.661,1,1,283,283.0001,0.0,,,26.06307
284.0004,2.609089,0.0,1696954437.662,1,1,284,284.0004,0.0,,,26.17961
285.0004,2.609106,0.0,1696954438.662,1,1,285,285.0004,0.0,,,26.10778
286.0003,2.609109,0.0,1696954439.661,1,1,286,286.0003,0.0,,,26.16738
287.0003,2.609124,0.0,1696954440.661,1,1,287,287.0003,0.0,,,26.20897
288.0002,2.60911,0.0,1696954441.661,1,1,288,288.0002,0.0,,,26.101
289.0003,2.609159,0.0,1696954442.661,1,1,289,289.0003,0.0,,,26.24887
290.0002,2.609156,0.0,1696954443.661,1,1,290,290.0002,0.0,,,26.16054
291.0002,2.609191,0.0,1696954444.661,1,1,291,291.0002,0.0,,,26.095
292.0005,2.60917,0.0,1696954445.662,1,1,292,292.0005,0.0,,,26.22436
293.0002,2.609151,0.0,1696954446.661,1,1,293,293.0002,0.0,,,26.09929
294.0002,2.609203,0.0,1696954447.661,1,1,294,294.0002,0.0,,,26.19615
295.0002,2.609203,0.0,1696954448.661,1,1,295,295.0002,0.0,,,26.1517
296.0001,2.609237,0.0,1696954449.661,1,1,296,296.0001,0.0,,,26.19021
297.0,2.609189,0.0,1696954450.661,1,1,297,297.0,0.0,,,26.25515
298.0004,2.609212,0.0,1696954451.662,1,1,298,298.0004,0.0,,,26.13008
299.0001,2.609205,0.0,1696954452.661,1,1,299,299.0001,0.0,,,26.25829
300.0001,2.609224,0.0,1696954453.661,1,1,300,300.0001,0.0,,,26.18163
301.0,2.609181,0.0,1696954454.661,1,1,301,301.0,0.0,,,26.12635
302.0001,2.609249,0.0,1696954455.661,1,1,302,302.0001,0.0,,,26.17818
303.0003,2.609297,0.0,1696954456.661,1,1,303,303.0003,0.0,,,26.07819
304.0004,2.609267,0.0,1696954457.662,1,1,304,304.0004,0.0,,,26.16477
305.0005,2.609313,0.0,1696954458.662,1,1,305,305.0005,0.0,,,26.13687
306.0002,2.609298,0.0,1696954459.661,1,1,306,306.0002,0.0,,,26.17052
307.0001,2.609283,0.0,1696954460.661,1,1,307,307.0001,0.0,,,26.20981
308.0007,2.609338,0.0,1696954461.662,1,1,308,308.0007,0.0,,,26.06164
309.0,2.609307,0.0,1696954462.661,1,1,309,309.0,0.0,,,26.21836
310.0001,2.609395,0.0,1696954463.661,1,1,310,310.0001,0.0,,,26.17478
311.0006,2.609355,0.0,1696954464.662,1,1,311,311.0006,0.0,,,26.13033
312.0001,2.609325,0.0,1696954465.661,1,1,312,312.0001,0.0,,,26.19556
313.0001,2.609384,0.0,1696954466.661,1,1,313,313.0001,0.0,,,26.02832
314.0004,2.609418,0.0,1696954467.662,1,1,314,314.0004,0.0,,,26.20299
315.0,2.609435,0.0,1696954468.661,1,1,315,315.0,0.0,,,26.16595
316.0,2.60936,0.0,1696954469.661,1,1,316,316.0,0.0,,,26.09558
317.0,2.609434,0.0,1696954470.661,1,1,317,317.0,0.0,,,26.18505
318.0004,2.609423,0.0,1696954471.662,1,1,318,318.0004,0.0,,,26.03314
319.0006,2.609415,0.0,1696954472.662,1,1,319,319.0006,0.0,,,26.17851
320.0005,2.609446,0.0,1696954473.662,1,1,320,320.0005,0.0,,,26.14545
321.0003,2.609454,0.0,1696954474.661,1,1,321,321.0003,0.0,,,26.07048
322.0003,2.609446,0.0,1696954475.661,1,1,322,322.0003,0.0,,,26.19276
323.0005,2.609487,0.0,1696954476.662,1,1,323,323.0005,0.0,,,26.0497
