test_time_second,voltage_volt,current_ampere,unix_time_second,cycle_count,step_count,ambient_temperature_celsius,record_index,step_time_second,step_cumulative_capacity_ah,step_cumulative_energy_wh,temperature_t1_celsius
330.0,3.1315,0.0,1559478840.0,1,1,25.6009,34,330.0,0.0,0.0,26.582
340.00002,3.1313,0.0,1559478840.0,1,1,25.6839,35,340.00002,0.0,0.0,26.5987
349.99998,3.1318,0.0,1559478840.0,1,1,25.8499,36,349.99998,0.0,0.0,26.6154
360.0,3.1318,0.0,1559478840.0,1,1,25.9163,37,360.0,0.0,0.0,26.6488
370.00002,3.1316,0.0,1559478840.0,1,1,25.9329,38,370.00002,0.0,0.0,26.6654
379.99998,3.1318,0.0,1559478900.0,1,1,25.9661,39,379.99998,0.0,0.0,26.6654
390.0,3.1316,0.0,1559478900.0,1,1,26.0159,40,390.0,0.0,0.0,26.6654
400.00002,3.1316,0.0,1559478900.0,1,1,26.0657,41,400.00002,0.0,0.0,26.6821
409.99998,3.1318,0.0,1559478900.0,1,1,26.1321,42,409.99998,0.0,0.0,26.6821
420.0,3.1316,0.0,1559478900.0,1,1,26.1985,43,420.0,0.0,0.0,26.6988
430.00002,3.1316,0.0,1559478900.0,1,1,26.2483,44,430.00002,0.0,0.0,26.7155
439.99998,3.1318,0.0,1559478960.0,1,1,26.2815,45,439.99998,0.0,0.0,26.7322
450.0,3.1315,0.0,1559478960.0,1,1,26.3479,46,450.0,0.0,0.0,26.7488
460.00002,3.1315,0.0,1559478960.0,1,1,26.3977,47,460.00002,0.0,0.0,26.7488
469.99998,3.1316,0.0,1559478960.0,1,1,26.4475,48,469.99998,0.0,0.0,26.7488
480.0,3.1316,0.0,1559478960.0,1,1,26.4973,49,480.0,0.0,0.0,26.7655
490.00002,3.1318,0.0,1559478960.0,1,1,26.5139,50,490.00002,0.0,0.0,26.7822
499.99998,3.1316,0.0,1559479020.0,1,1,26.5637,51,499.99998,0.0,0.0,26.7822
510.0,3.1316,0.0,1559479020.0,1,1,26.6135,52,510.0,0.0,0.0,26.7989
520.00002,3.1316,0.0,1559479020.0,1,1,26.6467,53,520.00002,0.0,0.0,26.8155
529.99998,3.1315,0.0,1559479020.0,1,1,26.6799,54,529.99998,0.0,0.0,26.8322
540.0,3.1316,0.0,1559479020.0,1,1,26.7297,55,540.0,0.0,0.0,26.8322
550.00002,3.1315,0.0,1559479020.0,1,1,26.7463,56,550.00002,0.0,0.0,26.8489
559.99998,3.1315,0.0,1559479080.0,1,1,26.7629,57,559.99998,0.0,0.0,26.8489
570.0,3.1315,0.0,1559479080.0,1,1,26.7961,58,570.0,0.0,0.0,26.8489
580.00002,3.1316,0.0,1559479080.0,1,1,26.8127,59,580.00002,0.0,0.0,26.8489
589.99998,3.1315,0.0,1559479080.0,1,1,26.8459,60,589.99998,0.0,0.0,26.8489
600.0,3.1315,0.0,1559479080.0,1,1,26.8791,61,600.0,0.0,0.0,26.8656
610.00002,3.1315,0.0,1559479080.0,1,1,26.8957,62,610.00002,0.0,0.0,26.8656
619.99998,3.1313,0.0,1559479140.0,1,1,26.9123,63,619.99998,0.0,0.0,26.8823
630.0,3.1315,0.0,1559479140.0,1,1,26.9621,64,630.0,0.0,0.0,26.8989
640.00002,3.1315,0.0,1559479140.0,1,1,26.9621,65,640.00002,0.0,0.0,26.9156
649.99998,3.1315,0.0,1559479140.0,1,1,26.9787,66,649.99998,0.0,0.0,26.9156
660.0,3.1315,0.0,1559479140.0,1,1,26.9953,67,660.0,0.0,0.0,26.9156
670.00002,3.1315,0.0,1559479140.0,1,1,26.9953,68,670.00002,0.0,0.0,26.9156
679.99998,3.1313,0.0,1559479200.0,1,1,27.0119,69,679.99998,0.0,0.0,26.9323
690.0,3.1315,0.0,1559479200.0,1,1,27.0285,70,690.0,0.0,0.0,26.949
700.00002,3.1316,0.0,1559479200.0,1,1,27.0451,71,700.00002,0.0,0.0,26.949
709.99998,3.1315,0.0,1559479200.0,1,1,27.0119,72,709.99998,0.0,0.0,26.8989
720.0,3.1315,0.0,1559479200.0,1,1,27.0285,73,720.0,0.0,0.0,26.8989
730.00002,3.1315,0.0,1559479200.0,1,1,27.0119,74,730.00002,0.0,0.0,26.8989
739.99998,3.1315,0.0,1559479260.0,1,1,27.0119,75,739.99998,0.0,0.0,26.8989
750.0,3.1315,0.0,1559479260.0,1,1,27.0119,76,750.0,0.0,0.0,26.8989
760.00002,3.1315,0.0,1559479260.0,1,1,26.9953,77,760.00002,0.0,0.0,26.8989
769.99998,3.1313,0.0,1559479260.0,1,1,27.0119,78,769.99998,0.0,0.0,26.8989
780.0,3.1315,0.0,1559479260.0,1,1,26.9953,79,780.0,0.0,0.0,26.8989
790.00002,3.1315,0.0,1559479260.0,1,1,26.9953,80,790.00002,0.0,0.0,26.8989
799.99998,3.1316,0.0,1559479320.0,1,1,26.9953,81,799.99998,0.0,0.0,26.8989
810.0,3.1313,0.0,1559479320.0,1,1,26.9953,82,810.0,0.0,0.0,26.8989
820.00002,3.1316,0.0,1559479320.0,1,1,26.9953,83,820.00002,0.0,0.0,26.949
829.99998,3.1315,0.0,1559479320.0,1,1,26.9953,84,829.99998,0.0,0.0,26.949
840.0,3.1316,0.0,1559479320.0,1,1,26.9953,85,840.0,0.0,0.0,26.949
850.00002,3.1315,0.0,1559479320.0,1,1,27.0119,86,850.00002,0.0,0.0,26.949
859.99998,3.1316,0.0,1559479380.0,1,1,26.9953,87,859.99998,0.0,0.0,26.9657
870.0,3.1315,0.0,1559479380.0,1,1,27.0119,88,870.0,0.0,0.0,26.9657
880.00002,3.1315,0.0,1559479380.0,1,1,27.0119,89,880.00002,0.0,0.0,26.9657
889.99998,3.1316,0.0,1559479380.0,1,1,26.9953,90,889.99998,0.0,0.0,26.9156
900.0,3.1316,0.0,1559479380.0,1,1,26.9953,91,900.0,0.0,0.0,26.949
910.00002,3.1315,0.0,1559479380.0,1,1,26.9953,92,910.00002,0.0,0.0,26.9823
919.99998,3.1315,0.0,1559479440.0,1,1,26.9953,93,919.99998,0.0,0.0,26.9156
930.0,3.1315,0.0,1559479440.0,1,1,26.9953,94,930.0,0.0,0.0,26.8989
940.00002,3.1315,0.0,1559479440.0,1,1,26.9787,95,940.00002,0.0,0.0,26.9156
949.99998,3.1316,0.0,1559479440.0,1,1,26.9787,96,949.99998,0.0,0.0,26.9156
960.0,3.1316,0.0,1559479440.0,1,1,26.9621,97,960.0,0.0,0.0,26.9156
970.00002,3.1315,0.0,1559479440.0,1,1,26.9621,98,970.00002,0.0,0.0,26.9156
979.99998,3.1315,0.0,1559479500.0,1,1,26.9455,99,979.99998,0.0,0.0,26.9156
990.0,3.1316,0.0,1559479500.0,1,1,26.9621,100,990.0,0.0,0.0,26.9323
1000.00002,3.1315,0.0,1559479500.0,1,1,26.9621,101,1000.00002,0.0,0.0,26.9156
1009.99998,3.1316,0.0,1559479500.0,1,1,26.9455,102,1009.99998,0.0,0.0,26.9156
1020.0,3.1313,0.0,1559479500.0,1,1,26.9289,103,1020.0,0.0,0.0,26.9156
1030.00002,3.1315,0.0,1559479500.0,1,1,26.9455,104,1030.00002,0.0,0.0,26.8989
1039.99998,3.1316,0.0,1559479560.0,1,1,26.9123,105,1039.99998,0.0,0.0,26.8823
1050.0,3.1315,0.0,1559479560.0,1,1,26.9123,106,1050.0,0.0,0.0,26.8989
1060.00002,3.1315,0.0,1559479560.0,1,1,26.9123,107,1060.00002,0.0,0.0,26.8823
1069.99998,3.1316,0.0,1559479560.0,1,1,26.8957,108,1069.99998,0.0,0.0,26.8823
1080.0,3.1316,0.0,1559479560.0,1,1,26.8957,109,1080.0,0.0,0.0,26.8989
1090.00002,3.1315,0.0,1559479560.0,1,1,26.8957,110,1090.00002,0.0,0.0,26.8989
1099.99998,3.1316,0.0,1559479620.0,1,1,26.8791,111,1099.99998,0.0,0.0,26.8989
1110.0,3.1316,0.0,1559479620.0,1,1,26.8791,112,1110.0,0.0,0.0,26.8823
1120.00002,3.1315,0.0,1559479620.0,1,1,26.8791,113,1120.00002,0.0,0.0,26.8656
1129.99998,3.1316,0.0,1559479620.0,1,1,26.8625,114,1129.99998,0.0,0.0,26.8823
1140.0,3.1313,0.0,1559479620.0,1,1,26.8625,115,1140.0,0.0,0.0,26.9323
1150.00002,3.1315,0.0,1559479620.0,1,1,26.8625,116,1150.00002,0.0,0.0,26.949
1159.99998,3.1315,0.0,1559479680.0,1,1,26.8625,117,1159.99998,0.0,0.0,26.9323
1170.0,3.1316,0.0,1559479680.0,1,1,26.8293,118,1170.0,0.0,0.0,26.9323
1180.00002,3.1316,0.0,1559479680.0,1,1,26.8127,119,1180.00002,0.0,0.0,26.9323
1189.99998,3.1316,0.0,1559479680.0,1,1,26.8127,120,1189.99998,0.0,0.0,26.949
1200.0,3.1315,0.0,1559479680.0,1,1,26.8127,121,1200.0,0.0,0.0,26.949
1210.00002,3.1316,0.0,1559479680.0,1,1,26.7961,122,1210.00002,0.0,0.0,26.9323
1219.99998,3.1315,0.0,1559479740.0,1,1,26.8127,123,1219.99998,0.0,0.0,26.949
1230.0,3.1315,0.0,1559479740.0,1,1,26.7961,124,1230.0,0.0,0.0,26.8823
1240.00002,3.1316,0.0,1559479740.0,1,1,26.8127,125,1240.00002,0.0,0.0,26.8823
1249.99998,3.1315,0.0,1559479740.0,1,1,26.7961,126,1249.99998,0.0,0.0,26.8656
1260.0,3.1316,0.0,1559479740.0,1,1,26.8127,127,1260.0,0.0,0.0,26.8823
1270.00002,3.1315,0.0,1559479740.0,1,1,26.7961,128,1270.00002,0.0,0.0,26.8656
1279.99998,3.1315,0.0,1559479800.0,1,1,26.7961,129,1279.99998,0.0,0.0,26.8656
1290.0,3.1316,0.0,1559479800.0,1,1,26.7961,130,1290.0,0.0,0.0,26.8823
1300.00002,3.1315,0.0,1559479800.0,1,1,26.7961,131,1300.00002,0.0,0.0,26.8823
1309.99998,3.1315,0.0,1559479800.0,1,1,26.7961,132,1309.99998,0.0,0.0,26.8823
1320.0,3.1315,0.0,1559479800.0,1,1,26.7961,133,1320.0,0.0,0.0,26.8489
1330.00002,3.1315,0.0,1559479800.0,1,1,26.7795,134,1330.00002,0.0,0.0,26.8656
1339.99998,3.1316,0.0,1559479860.0,1,1,26.7795,135,1339.99998,0.0,0.0,26.9156
1350.0,3.1316,0.0,1559479860.0,1,1,26.7795,136,1350.0,0.0,0.0,26.9156
1360.00002,3.1313,0.0,1559479860.0,1,1,26.7795,137,1360.00002,0.0,0.0,26.8656
1369.99998,3.1315,0.0,1559479860.0,1,1,26.7795,138,1369.99998,0.0,0.0,26.8656
1380.0,3.1315,0.0,1559479860.0,1,1,26.7795,139,1380.0,0.0,0.0,26.8489
1390.00002,3.1315,0.0,1559479860.0,1,1,26.7629,140,1390.00002,0.0,0.0,26.8656
1399.99998,3.1315,0.0,1559479920.0,1,1,26.7629,141,1399.99998,0.0,0.0,26.8489
1410.0,3.1316,0.0,1559479920.0,1,1,26.7463,142,1410.0,0.0,0.0,26.8823
1420.00002,3.1316,0.0,1559479920.0,1,1,26.7463,143,1420.00002,0.0,0.0,26.8989
1429.99998,3.1316,0.0,1559479920.0,1,1,26.7297,144,1429.99998,0.0,0.0,26.8989
1440.0,3.1316,0.0,1559479920.0,1,1,26.7297,145,1440.0,0.0,0.0,26.8989
1450.00002,3.1316,0.0,1559479920.0,1,1,26.7297,146,1450.00002,0.0,0.0,26.8823
1459.99998,3.1316,0.0,1559479980.0,1,1,26.7297,147,1459.99998,0.0,0.0,26.8656
1470.0,3.1315,0.0,1559479980.0,1,1,26.7131,148,1470.0,0.0,0.0,26.8489
1480.00002,3.1316,0.0,1559479980.0,1,1,26.6965,149,1480.00002,0.0,0.0,26.8489
1489.99998,3.1315,0.0,1559479980.0,1,1,26.6965,150,1489.99998,0.0,0.0,26.8489
1500.0,3.1315,0.0,1559479980.0,1,1,26.7297,151,1500.0,0.0,0.0,26.8489
1510.00002,3.1318,0.0,1559479980.0,1,1,26.7131,152,1510.00002,0.0,0.0,26.8489
1519.99998,3.1316,0.0,1559480040.0,1,1,26.7297,153,1519.99998,0.0,0.0,26.8322
1530.0,3.1315,0.0,1559480040.0,1,1,26.7297,154,1530.0,0.0,0.0,26.8322
1540.00002,3.1315,0.0,1559480040.0,1,1,26.7297,155,1540.00002,0.0,0.0,26.8489
1549.99998,3.1316,0.0,1559480040.0,1,1,26.7297,156,1549.99998,0.0,0.0,26.8322
1560.0,3.1316,0.0,1559480040.0,1,1,26.7131,157,1560.0,0.0,0.0,26.8322
1570.00002,3.1316,0.0,1559480040.0,1,1,26.7131,158,1570.00002,0.0,0.0,26.8155
1579.99998,3.1315,0.0,1559480100.0,1,1,26.7131,159,1579.99998,0.0,0.0,26.8155
1590.0,3.1315,0.0,1559480100.0,1,1,26.7131,160,1590.0,0.0,0.0,26.8989
1600.00002,3.1316,0.0,1559480100.0,1,1,26.6965,161,1600.00002,0.0,0.0,26.8823
1609.99998,3.1316,0.0,1559480100.0,1,1,26.6965,162,1609.99998,0.0,0.0,26.8823
1620.0,3.1316,0.0,1559480100.0,1,1,26.6965,163,1620.0,0.0,0.0,26.8656
1630.00002,3.1315,0.0,1559480100.0,1,1,26.6799,164,1630.00002,0.0,0.0,26.8823
1639.99998,3.1315,0.0,1559480160.0,1,1,26.6799,165,1639.99998,0.0,0.0,26.8656
1650.0,3.1315,0.0,1559480160.0,1,1,26.6799,166,1650.0,0.0,0.0,26.8823
1660.00002,3.1316,0.0,1559480160.0,1,1,26.6799,167,1660.00002,0.0,0.0,26.8823
1669.99998,3.1315,0.0,1559480160.0,1,1,26.6799,168,1669.99998,0.0,0.0,26.8823
1680.0,3.1315,0.0,1559480160.0,1,1,26.6799,169,1680.0,0.0,0.0,26.8823
1690.00002,3.1316,0.0,1559480160.0,1,1,26.6799,170,1690.00002,0.0,0.0,26.8823
1699.99998,3.1315,0.0,1559480220.0,1,1,26.6799,171,1699.99998,0.0,0.0,26.8823
1710.0,3.1316,0.0,1559480220.0,1,1,26.6799,172,1710.0,0.0,0.0,26.8656
1720.00002,3.1316,0.0,1559480220.0,1,1,26.6799,173,1720.00002,0.0,0.0,26.8823
1729.99998,3.1316,0.0,1559480220.0,1,1,26.6965,174,1729.99998,0.0,0.0,26.8823
1740.0,3.1315,0.0,1559480220.0,1,1,26.6965,175,1740.0,0.0,0.0,26.8823
1750.00002,3.1315,0.0,1559480220.0,1,1,26.6965,176,1750.00002,0.0,0.0,26.8823
1759.99998,3.1313,0.0,1559480280.0,1,1,26.6965,177,1759.99998,0.0,0.0,26.8823
1770.0,3.1316,0.0,1559480280.0,1,1,26.6965,178,1770.0,0.0,0.0,26.8823
1780.00002,3.1316,0.0,1559480280.0,1,1,26.6799,179,1780.00002,0.0,0.0,26.8656
1789.99998,3.1315,0.0,1559480280.0,1,1,26.6467,180,1789.99998,0.0,0.0,26.8322
1800.0,3.1315,0.0,1559480280.0,1,1,26.6633,181,1800.0,0.0,0.0,26.8155
1800.04002,3.1128,0.502632,1559480280.0,1,2,26.6633,182,0.04002,4.07e-06,1.268e-05,26.8155
1800.48,3.1017,0.500191,1559480280.0,1,2,26.6633,183,0.48,6.52e-05,0.00020252,26.8155
1802.74002,3.0913,0.499886,1559480280.0,1,2,26.6633,184,2.74002,0.00037908,0.00117394,26.8322
1811.55,3.0811,0.499886,1559480280.0,1,2,26.6467,185,11.55,0.00160265,0.00494935,26.8155
1826.29002,3.0709,0.500343,1559480340.0,1,2,26.6467,186,26.29002,0.0036498,0.0112462,26.8322
1843.75998,3.0608,0.499733,1559480340.0,1,2,26.6467,187,43.75998,0.0060761,0.0186847,26.8322
1862.68998,3.0506,0.500191,1559480340.0,1,2,26.6633,188,62.68998,0.00870516,0.0267185,26.8322
1883.14998,3.0404,0.499733,1559480400.0,1,2,26.6799,189,83.14998,0.0115467,0.0353728,26.8656
1904.08002,3.0303,0.49958,1559480400.0,1,2,26.6799,190,104.08002,0.0144536,0.0441961,26.949
1924.27002,3.0202,0.500343,1559480400.0,1,2,26.6633,191,124.27002,0.0172576,0.0526788,26.9657
1944.34002,3.01,0.500038,1559480460.0,1,2,26.6633,192,144.34002,0.020045,0.0610835,26.9657
1964.92002,2.9996,0.49958,1559480460.0,1,2,26.6633,193,164.92002,0.0229032,0.0696729,26.999
1985.23998,2.9895,0.500038,1559480460.0,1,2,26.6633,194,185.23998,0.0257254,0.0781245,27.0324
2004.55998,2.9795,0.499886,1559480520.0,1,2,26.6135,195,204.55998,0.0284086,0.0861327,26.9823
2023.39998,2.9693,0.500191,1559480520.0,1,2,26.6301,196,223.39998,0.0310252,0.0939157,26.999
2042.20998,2.959,0.500191,1559480520.0,1,2,26.6135,197,242.20998,0.0336376,0.10166,27.0157
2060.4,2.949,0.500038,1559480580.0,1,2,26.6135,198,260.4,0.0361638,0.109123,27.0324
2078.46,2.9389,0.500038,1559480580.0,1,2,26.6799,199,278.46,0.0386721,0.116507,27.0491
2095.8,2.9287,0.499733,1559480580.0,1,2,26.6633,200,295.8,0.0410803,0.123572,27.0657
2113.09002,2.9184,0.499886,1559480640.0,1,2,26.6301,201,313.09002,0.0434816,0.130593,27.0824
2130.03,2.9082,0.49958,1559480640.0,1,2,26.6467,202,330.03,0.0458343,0.137448,27.1158
2146.65,2.8981,0.500191,1559480640.0,1,2,26.6301,203,346.65,0.0481426,0.144149,27.1158
2162.83002,2.8879,0.500038,1559480640.0,1,2,26.6467,204,362.83002,0.0503897,0.150651,27.1325
2179.09002,2.8779,0.499886,1559480700.0,1,2,26.6467,205,379.09002,0.052648,0.157161,27.1491
2194.38,2.8678,0.499886,1559480700.0,1,2,26.6467,206,394.38,0.0547715,0.163262,27.1491
2209.69002,2.8577,0.499886,1559480700.0,1,2,26.6467,207,409.69002,0.0568978,0.169349,27.1658
2225.02002,2.8476,0.500038,1559480700.0,1,2,26.6301,208,425.02002,0.0590269,0.175423,27.1825
2240.17998,2.8374,0.500343,1559480760.0,1,2,26.6467,209,440.17998,0.0611324,0.181408,27.1992
2255.14998,2.8272,0.499733,1559480760.0,1,2,26.6467,210,455.14998,0.0632114,0.187297,27.2158
2269.74,2.817,0.500191,1559480760.0,1,2,26.6467,211,469.74,0.0652378,0.193015,27.2158
2283.99,2.8069,0.499733,1559480760.0,1,2,26.6467,212,483.99,0.0672169,0.198581,27.2325
2297.97,2.7968,0.499886,1559480820.0,1,2,26.6467,213,497.97,0.0691584,0.204021,27.2325
2311.60002,2.7866,0.500343,1559480820.0,1,2,26.6467,214,511.60002,0.0710514,0.209306,27.2325
2325.31002,2.7765,0.500191,1559480820.0,1,2,26.6467,215,525.31002,0.0729555,0.214602,27.2325
2338.08,2.7663,0.500343,1559480820.0,1,2,26.6301,216,538.08,0.0747291,0.219517,27.2492
2350.77,2.7561,0.499886,1559480820.0,1,2,26.6799,217,550.77,0.0764915,0.224384,27.2492
2362.89,2.746,0.500038,1559480880.0,1,2,26.6799,218,562.89,0.0781748,0.229015,27.2492
2374.8,2.7359,0.500191,1559480880.0,1,2,26.6633,219,574.8,0.0798289,0.233549,27.2492
2386.23,2.7259,0.49958,1559480880.0,1,2,26.6467,220,586.23,0.0814163,0.237885,27.3326
2397.67998,2.7156,0.49958,1559480880.0,1,2,26.6633,221,597.67998,0.0830065,0.242211,27.3326
2408.77998,2.7056,0.500191,1559480880.0,1,2,26.6799,222,608.77998,0.0845481,0.24639,27.3493
2419.83,2.6955,0.500191,1559480940.0,1,2,26.6633,223,619.83,0.0860828,0.250535,27.3493
2430.76998,2.6854,0.500191,1559480940.0,1,2,26.6799,224,630.76998,0.0876022,0.254623,27.366
2442.0,2.6752,0.500191,1559480940.0,1,2,26.6633,225,642.0,0.0891618,0.258803,27.366
2453.04,2.665,0.499886,1559480940.0,1,2,26.6633,226,653.04,0.0906951,0.262897,27.3826
2464.41,2.6549,0.499733,1559480940.0,1,2,26.5139,227,664.41,0.0922742,0.267098,27.3493
2475.40002,2.6448,0.500191,1559481000.0,1,2,26.2981,228,675.40002,0.0938005,0.271142,27.2992
2486.53998,2.6348,0.49958,1559481000.0,1,2,26.1653,229,686.53998,0.0953477,0.275227,27.2659
2498.07,2.6247,0.499733,1559481000.0,1,2,25.9661,230,698.07,0.096949,0.279438,27.2492
2509.33002,2.6146,0.500496,1559481000.0,1,2,25.8499,231,709.33002,0.0985129,0.283535,27.1825
2520.67002,2.6046,0.49958,1559481000.0,1,2,25.6673,232,720.67002,0.100088,0.287645,27.1325
2531.98002,2.5945,0.500191,1559481000.0,1,2,25.7503,233,731.98002,0.101659,0.291728,27.1825
2543.32002,2.5843,0.500038,1559481060.0,1,2,25.8333,234,743.32002,0.103234,0.295806,27.2325
2554.96998,2.574,0.500038,1559481060.0,1,2,25.8665,235,754.96998,0.104851,0.299979,27.2492
2566.27002,2.5638,0.500496,1559481060.0,1,2,25.8997,236,766.27002,0.106421,0.304011,27.2325
2577.78,2.5537,0.499886,1559481060.0,1,2,25.8831,237,777.78,0.108019,0.308102,27.2492
2589.01002,2.5435,0.500191,1559481060.0,1,2,25.8831,238,789.01002,0.109579,0.312077,27.2492
2600.47002,2.5335,0.500038,1559481120.0,1,2,25.9661,239,800.47002,0.111171,0.316117,27.2826
2611.93002,2.5234,0.500038,1559481120.0,1,2,25.9993,240,811.93002,0.112762,0.320141,27.3326
2623.03998,2.5132,0.500038,1559481120.0,1,2,26.0491,241,823.03998,0.114305,0.324027,27.366
2634.21,2.5031,0.500191,1559481120.0,1,2,26.0823,242,834.21,0.115857,0.327918,27.3326
2637.3,2.5,0.500038,1559481120.0,1,2,26.0989,243,837.3,0.116286,0.328992,27.3326
2637.31002,2.517,0.0,1559481120.0,1,3,26.0989,244,0.01002,0.0,0.0,27.3326
2637.54,2.531,0.0,1559481120.0,1,3,26.0989,245,0.24,0.0,0.0,27.3326
2637.9,2.5434,0.0,1559481120.0,1,3,26.0989,246,0.6,0.0,0.0,27.3326
2638.41,2.555,0.0,1559481120.0,1,3,26.0989,247,1.11,0.0,0.0,27.3326
2639.1,2.5661,0.0,1559481120.0,1,3,26.0989,248,1.8,0.0,0.0,27.3326
2640.13998,2.5769,0.0,1559481120.0,1,3,26.0989,249,2.83998,0.0,0.0,27.3326
2641.71,2.5873,0.0,1559481120.0,1,3,26.0989,250,4.41,0.0,0.0,27.3326
2644.12002,2.5975,0.0,1559481120.0,1,3,26.1155,251,6.82002,0.0,0.0,27.3326
2647.66002,2.6076,0.0,1559481120.0,1,3,26.1155,252,10.36002,0.0,0.0,27.3493
2652.85998,2.6181,0.0,1559481180.0,1,3,26.1321,253,15.55998,0.0,0.0,27.366
2659.93998,2.6284,0.0,1559481180.0,1,3,26.1487,254,22.63998,0.0,0.0,27.366
2669.11002,2.6384,0.0,1559481180.0,1,3,26.1819,255,31.81002,0.0,0.0,27.3826
2681.35998,2.6487,0.0,1559481180.0,1,3,26.1819,256,44.05998,0.0,0.0,27.3826
2697.07002,2.6589,0.0,1559481180.0,1,3,26.1985,257,59.77002,0.0,0.0,27.3826
2717.94,2.669,0.0,1559481240.0,1,3,26.2981,258,80.64,0.0,0.0,27.3993
2744.26002,2.679,0.0,1559481240.0,1,3,26.3147,259,106.96002,0.0,0.0,27.416
2774.26002,2.688,0.0,1559481300.0,1,3,26.3811,260,136.96002,0.0,0.0,27.3826
2804.26002,2.6957,0.0,1559481300.0,1,3,26.4475,261,166.96002,0.0,0.0,27.3993
2834.26002,2.7016,0.0,1559481360.0,1,3,26.4973,262,196.96002,0.0,0.0,27.3993
2864.26002,2.7074,0.0,1559481360.0,1,3,26.5637,263,226.96002,0.0,0.0,27.3993
2894.26002,2.7123,0.0,1559481420.0,1,3,26.6135,264,256.96002,0.0,0.0,27.3826
2924.26002,2.7167,0.0,1559481420.0,1,3,26.6135,265,286.96002,0.0,0.0,27.3493
2954.26002,2.7207,0.0,1559481480.0,1,3,26.6965,266,316.96002,0.0,0.0,27.3326
2984.26002,2.7242,0.0,1559481480.0,1,3,26.7131,267,346.96002,0.0,0.0,27.3159
3014.26002,2.7277,0.0,1559481540.0,1,3,26.6467,268,376.96002,0.0,0.0,27.3159
3044.26002,2.7308,0.0,1559481540.0,1,3,26.6467,269,406.96002,0.0,0.0,27.3159
3074.26002,2.7337,0.0,1559481600.0,1,3,26.6467,270,436.96002,0.0,0.0,27.2992
