test_time_second,voltage_volt,current_ampere,cycle_count,step_id,step_time_second,net_capacity_ah,charging_energy_wh,discharging_energy_wh,net_energy_wh,power_watt,internal_resistance_ohm
450.0000213738531,3.1779945,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460.0000218488276,3.1779945,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470.0000223238021,3.1779552,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480.0000227987766,3.1778765,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490.0000232737511,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500.0000237487257,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510.0000242237002,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520.0000246986747,3.1779945,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530.0000251736492,3.1779945,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540.0000256486237,3.1779945,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550.0000261235982,3.1778371,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560.0000265985727,3.1778765,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570.0000270735472,3.1779552,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580.0000275485218,3.1779552,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590.0000280234963,3.1778765,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600.0000284984708,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610.0000289734453,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620.0000294484198,3.1781127,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630.0000299233943,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640.0000303983688,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650.0000308733433,3.1778765,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660.0000313483179,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670.0000318232924,3.1778765,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680.0000322982669,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690.0000327732414,3.1780734,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700.0000332482159,3.1779945,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710.0000337231904,3.1779552,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720.0000341981649,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730.0000346731395,3.1779552,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740.000035148114,3.1779552,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750.0000356230885,3.1779945,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760.000036098063,3.1780341,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770.0000365730375,3.1779945,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780.000037048012,3.1778765,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790.0000375229865,3.1780341,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800.000037997961,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810.0000384729356,3.1779945,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820.0000389479101,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830.0000394228846,3.1779552,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840.0000398978591,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850.0000403728336,3.1778765,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860.0000408478081,3.1779552,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870.0000413227826,3.1778765,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880.0000417977571,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890.0000422727317,3.1779552,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900.0000427477062,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910.0000432226807,3.1779552,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920.0000436976552,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930.0000441726297,3.1779552,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940.0000446476042,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950.0000451225787,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960.0000455975533,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970.0000460725278,3.1779945,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980.0000465475023,3.1778371,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990.0000470224768,3.1779552,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000.000047497451,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010.000047972426,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020.0000484474,3.1778371,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030.000048922375,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040.000049397349,3.1779552,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1050.000049872324,3.1779945,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060.000050347298,3.1779945,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070.000050822273,3.1778371,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080.000051297247,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090.000051772222,3.1778371,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100.000052247196,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110.000052722171,3.1778765,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120.000053197145,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1130.00005367212,3.1778765,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140.000054147094,3.1778765,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150.000054622069,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1160.000055097044,3.1779945,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170.000055572018,3.1779945,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180.000056046993,3.1778765,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190.000056521967,3.1778765,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200.000056996942,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210.000057471916,3.1777978,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220.000057946891,3.1778765,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1230.000058421865,3.1777978,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1240.00005889684,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250.000059371814,3.1778371,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1260.000059846789,3.1778371,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1270.000060321763,3.1778371,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280.000060796738,3.1777978,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1290.000061271712,3.1778765,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300.000061746687,3.1777978,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1310.000062221661,3.1778371,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320.000062696636,3.1778765,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1330.00006317161,3.1778765,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340.000063646585,3.1777978,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350.000064121559,3.1777585,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360.000064596534,3.1778765,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1370.000065071508,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380.000065546483,3.1778371,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1390.000066021457,3.1779158,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400.000066496432,3.1778371,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1410.000066971406,3.1777978,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1420.000067446381,3.1777585,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430.000067921355,3.1777978,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440.00006839633,3.1777585,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1450.000068871304,3.1777978,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1460.000069346279,3.1777585,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1470.000069821253,3.1778371,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1480.000070296228,3.1778765,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1490.000070771202,3.1777585,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500.000071246177,3.1777585,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1510.000071721151,3.1777978,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1520.000072196126,3.1777189,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1530.000072671101,3.1778765,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1540.000073146075,3.1777585,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1550.00007362105,3.1777978,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1560.000074096024,3.1777189,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1570.000074570999,3.1777189,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580.000075045973,3.1777189,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590.000075520948,3.1776402,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600.000075995922,3.1777978,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610.000076470897,3.1777189,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1620.000076945871,3.1777189,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630.000077420846,3.1777189,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640.00007789582,3.1777978,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1650.000078370795,3.1776402,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660.000078845769,3.1776795,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1670.000079320744,3.1776795,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680.000079795718,3.1777585,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690.000080270693,3.1777585,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700.000080745667,3.1776795,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710.000081220642,3.1777189,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1720.000081695616,3.1776402,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730.000082170591,3.1776795,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740.000082645565,3.1776009,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750.00008312054,3.1776009,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1760.000083595514,3.1776402,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770.000084070489,3.1776402,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1780.000084545463,3.1776009,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1790.000085020438,3.1776795,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800.000085495412,3.1776009,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810.000085970387,3.1776402,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1820.000086445361,3.1776009,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1830.000086920336,3.1776009,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840.00008739531,3.1776402,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1850.000087870285,3.1777189,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1860.000088345259,3.1776402,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1870.000088820234,3.1776795,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1880.000089295208,3.1776009,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890.000089770183,3.1775615,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900.000090245157,3.1776795,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910.000090720132,3.1774433,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920.000091195107,3.1775615,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930.000091670081,3.1775615,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940.000092145056,3.1776009,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950.00009262003,3.1776009,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960.000093095005,3.1775615,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970.000093569979,3.1775222,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980.000094044954,3.1774433,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990.000094519928,3.1774433,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000.000094994903,3.1776795,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010.000095469877,3.1776402,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.000095944852,3.1775615,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030.000096419826,3.1776009,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040.000096894801,3.1775615,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050.000097369775,3.1775615,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2060.00009784475,3.1775615,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2070.000098319724,3.1775615,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080.000098794699,3.1775222,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090.000099269673,3.1774826,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100.000099744648,3.1775615,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110.000100219622,3.1774433,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2120.000100694597,3.1774433,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2130.000101169571,3.1776009,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140.000101644546,3.1775222,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2150.00010211952,3.1775222,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160.000102594495,3.1774039,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2170.000103069469,3.1774826,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2180.000103544444,3.1774826,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190.000104019418,3.1774826,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200.000104494393,3.1774826,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2210.000104969367,3.1775222,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2220.000105444342,3.1774826,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230.000105919316,3.1774826,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2240.000106394291,3.1774826,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2250.000106869265,3.1774039,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2260.00010734424,3.1774433,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2270.000107819214,3.1774826,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2280.000108294189,3.1773646,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2290.000108769163,3.1774433,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300.000109244138,3.1774433,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310.000109719113,3.1773646,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2320.000110194087,3.1775615,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2330.000110669062,3.1774826,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2340.000111144036,3.1775222,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2350.000111619011,3.1772859,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2360.000112093985,3.1774826,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2370.00011256896,3.1774433,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2380.000113043934,3.1774433,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2390.000113518909,3.1774039,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400.000113993883,3.1775222,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2410.000114468858,3.1775222,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2420.000114943832,3.1775222,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2430.000115418807,3.1774826,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2440.000115893781,3.1774433,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450.000116368756,3.1774039,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2460.00011684373,3.1774039,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2470.000117318705,3.1774433,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2480.000117793679,3.1773646,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2490.000118268654,3.1775222,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500.000118743628,3.1774039,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2510.000119218603,3.1774433,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2520.000119693577,3.1774826,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2530.000120168552,3.1776009,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2540.000120643526,3.1774433,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2550.000121118501,3.1774039,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2560.000121593475,3.1774039,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2570.00012206845,3.1774826,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2580.000122543424,3.1774433,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2590.000123018399,3.1774039,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2600.000123493373,3.1774433,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2610.000123968348,3.1774826,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2620.000124443322,3.1773646,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2630.000124918297,3.1773646,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2640.000125393271,3.1773646,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2650.000125868246,3.1774039,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2660.00012634322,3.1774039,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2670.000126818195,3.1774039,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2680.00012729317,3.1775222,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2690.000127768144,3.1774433,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2700.000128243119,3.1774826,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710.000128718093,3.1775222,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2720.000129193068,3.1773252,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2730.000129668042,3.1774433,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2740.000130143017,3.1774826,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2750.000130617991,3.1774039,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
